attempt,distance_m,interval_s,pre_recognition_settle_time_s,crop_scale,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,initial_gimbal_ros_deg,uwb_source,uwb_raw_azimuth_deg,uwb_ros_azimuth_deg,target_calculated_ros_deg,gimbal_command_ros_deg,servo_clipped,target_color,color_visible,color_success,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_saturation_mean,red_value_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,failure_frame,status,started_at,finished_at,error_message
33,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-16,127.0.0.1:57848,-8.1,8.1,-7.900000000000006,-7.900000000000006,0,red,1,1,75.018731,2437,0.2644314236111111,141.0053344275749,134.43044727123512,2352.5,275.230812228573,1535,26455367281809,,success,2026-07-27T21:02:03.661+09:00,2026-07-27T21:02:06.854+09:00,
34,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-29,127.0.0.1:57848,-18.5,18.5,-10.5,-10.5,0,red,1,1,62.067477,756,0.08203125,132.22619047619048,127.47486772486772,705.0,602.100489951636,1579,26458369232795,,success,2026-07-27T21:02:06.855+09:00,2026-07-27T21:02:09.859+09:00,
35,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-40,127.0.0.1:57848,-30.6,30.6,-9.400000000000006,-9.400000000000006,0,red,0,0,,0,0.0,,,0.0,,1628,26461708712958,failed_frames/attempt_035_color_not_detected.jpg,color_not_detected,2026-07-27T21:02:09.860+09:00,2026-07-27T21:02:13.054+09:00,
36,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-30,127.0.0.1:57848,-19.5,19.5,-10.5,-10.5,0,red,1,1,82.320754,276,0.029947916666666664,131.23188405797103,126.10507246376812,192.0,626.1349694754318,1667,26464775117891,,success,2026-07-27T21:02:13.055+09:00,2026-07-27T21:02:16.255+09:00,
37,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,0,127.0.0.1:57848,0.1,-0.1,-0.09999999999999432,-0.09999999999999432,0,red,1,1,80.194012,2602,0.2823350694444444,142.06917755572636,136.37548039969255,2515.0,48.82622246293481,1705,26467777737238,,success,2026-07-27T21:02:16.256+09:00,2026-07-27T21:02:19.259+09:00,
38,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,3,127.0.0.1:57848,1.4,-1.4,1.5999999999999943,1.5999999999999943,0,red,1,1,77.197222,2444,0.2651909722222222,140.3085106382979,137.63338788870703,2359.0,49.64876634922564,1748,26470984494936,,success,2026-07-27T21:02:19.260+09:00,2026-07-27T21:02:22.460+09:00,
39,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-49,127.0.0.1:57848,-38.4,38.4,-10.599999999999994,-10.599999999999994,0,red,0,0,,0,0.0,,,0.0,,1777,26474318786918,failed_frames/attempt_039_color_not_detected.jpg,color_not_detected,2026-07-27T21:02:22.461+09:00,2026-07-27T21:02:25.659+09:00,
40,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,26,127.0.0.1:57848,26.6,-26.6,-0.5999999999999943,-0.5999999999999943,0,red,1,1,70.158058,157,0.01703559027777778,136.73248407643314,114.03821656050955,101.5,641.6548916668523,1820,26477184777543,,success,2026-07-27T21:02:25.660+09:00,2026-07-27T21:02:28.665+09:00,
41,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-26,127.0.0.1:57848,-16.0,16.0,-10.0,-10.0,0,red,1,1,81.236129,862,0.0935329861111111,132.27958236658932,133.0046403712297,802.0,513.3156923375711,1867,26480387083063,,success,2026-07-27T21:02:28.666+09:00,2026-07-27T21:02:31.859+09:00,
42,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,26,127.0.0.1:57848,27.7,-27.7,-1.6999999999999886,-1.6999999999999886,0,red,1,1,90.82908,149,0.016167534722222224,133.7785234899329,113.2751677852349,118.0,641.4000311817891,1915,26483590016419,,success,2026-07-27T21:02:31.860+09:00,2026-07-27T21:02:35.051+09:00,
43,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-8,127.0.0.1:57848,-1.9,1.9,-6.099999999999994,-6.099999999999994,0,red,1,1,84.232342,2535,0.2750651041666667,143.56765285996056,135.74319526627218,2448.0,109.73149046650191,1941,26486588283053,,success,2026-07-27T21:02:35.052+09:00,2026-07-27T21:02:38.059+09:00,
44,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,17,127.0.0.1:57848,17.3,-17.3,-0.30000000000001137,-0.30000000000001137,0,red,1,1,91.425019,3009,0.3264973958333333,145.71452309737452,132.06746427384513,2914.0,418.7660444687463,1984,26489795443876,,success,2026-07-27T21:02:38.060+09:00,2026-07-27T21:02:41.254+09:00,
45,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-50,127.0.0.1:57848,-42.0,42.0,-8.0,-8.0,0,red,0,0,,0,0.0,,,0.0,,2018,26492861690715,failed_frames/attempt_045_color_not_detected.jpg,color_not_detected,2026-07-27T21:02:41.255+09:00,2026-07-27T21:02:44.259+09:00,
46,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-14,127.0.0.1:57848,-8.0,8.0,-6.0,-6.0,0,red,,0,,,,,,,,2051,26495462794812,failed_frames/attempt_046_camera_frame_timeout.jpg,camera_frame_timeout,2026-07-27T21:02:44.261+09:00,2026-07-27T21:02:47.455+09:00,
47,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,14,127.0.0.1:57848,12.7,-12.7,1.3000000000000114,1.3000000000000114,0,red,1,1,87.5758,2643,0.28678385416666663,143.19788119561105,136.82255013242528,2554.5,313.22994748267604,2084,26498998379696,,success,2026-07-27T21:02:47.456+09:00,2026-07-27T21:02:50.460+09:00,
48,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-44,127.0.0.1:57848,-33.9,33.9,-10.099999999999994,-10.099999999999994,0,red,0,0,,0,0.0,,,0.0,,2133,26502269388859,failed_frames/attempt_048_color_not_detected.jpg,color_not_detected,2026-07-27T21:02:50.461+09:00,2026-07-27T21:02:53.654+09:00,
49,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,20,127.0.0.1:57848,18.3,-18.3,1.6999999999999886,1.6999999999999886,0,red,1,1,35.350927,2878,0.3122829861111111,141.20083391243918,131.77241139680334,2786.5,502.332559167729,2178,26505344939051,,success,2026-07-27T21:02:53.661+09:00,2026-07-27T21:02:56.857+09:00,
50,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-17,127.0.0.1:57848,-9.3,9.3,-7.699999999999989,-7.699999999999989,0,red,1,1,43.61712,2306,0.2502170138888889,140.73720728534258,136.97658282740676,2223.0,302.29952034364857,2203,26508541592669,,success,2026-07-27T21:02:56.862+09:00,2026-07-27T21:03:00.053+09:00,
51,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-5,127.0.0.1:57848,-3.1,3.1,-1.9000000000000057,-1.9000000000000057,0,red,1,1,44.345241,2275,0.2468532986111111,139.81406593406592,138.6123076923077,2192.0,144.06942770761603,2248,26511744137769,,success,2026-07-27T21:03:00.054+09:00,2026-07-27T21:03:03.253+09:00,
52,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,35,127.0.0.1:57848,35.9,-35.9,-0.9000000000000057,-0.9000000000000057,0,red,0,0,,0,0.0,,,0.0,,2296,26514942571116,failed_frames/attempt_052_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:03.254+09:00,2026-07-27T21:03:06.259+09:00,
53,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-4,127.0.0.1:57848,-0.6,0.6,-3.4000000000000057,-3.4000000000000057,0,red,1,1,41.24056,2525,0.2739800347222222,142.08594059405942,140.2348514851485,2438.5,54.56189146281496,2341,26517947894053,,success,2026-07-27T21:03:06.260+09:00,2026-07-27T21:03:09.459+09:00,
54,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,5,127.0.0.1:57848,4.3,-4.3,0.6999999999999886,0.6999999999999886,0,red,1,1,52.31453,2365,0.2566189236111111,141.30824524312897,140.11247357293868,2282.5,111.8257573191436,2371,26521151143926,,success,2026-07-27T21:03:09.460+09:00,2026-07-27T21:03:12.653+09:00,
55,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,18,127.0.0.1:57848,17.7,-17.7,0.30000000000001137,0.30000000000001137,0,red,1,1,54.668638,2977,0.3230251736111111,144.55357742693985,131.47127981189115,2883.0,446.0605340085581,2419,26524355267472,,success,2026-07-27T21:03:12.654+09:00,2026-07-27T21:03:15.860+09:00,
56,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,10,127.0.0.1:57848,9.2,-9.2,0.8000000000000114,0.8000000000000114,0,red,1,1,61.129785,2484,0.26953125,144.10507246376812,139.20048309178745,2399.5,217.3131381210073,2467,26527553741096,,success,2026-07-27T21:03:15.861+09:00,2026-07-27T21:03:19.053+09:00,
57,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-44,127.0.0.1:57848,-33.0,33.0,-11.0,-11.0,0,red,,0,,,,,,,,2503,26530020051224,failed_frames/attempt_057_camera_frame_timeout.jpg,camera_frame_timeout,2026-07-27T21:03:19.054+09:00,2026-07-27T21:03:22.260+09:00,
58,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-30,127.0.0.1:57848,-20.4,20.4,-9.599999999999994,-9.599999999999994,0,red,1,1,54.559336,134,0.014539930555555554,131.44776119402985,125.80597014925372,110.5,603.0530656584045,2543,26533955792115,,success,2026-07-27T21:03:22.261+09:00,2026-07-27T21:03:25.458+09:00,
59,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,35,127.0.0.1:57848,36.8,-36.8,-1.8000000000000114,-1.8000000000000114,0,red,0,0,,0,0.0,,,0.0,,2593,26537295714397,failed_frames/attempt_059_color_not_detected.jpg,color_not_detected,2026-07-27T21:03:25.459+09:00,2026-07-27T21:03:28.653+09:00,
60,3.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-26,127.0.0.1:57848,-16.6,16.6,-9.400000000000006,-9.400000000000006,0,red,1,1,62.968277,404,0.04383680555555555,131.23267326732673,129.74752475247524,183.5,497.5791394341206,2636,26540164254031,,success,2026-07-27T21:03:28.654+09:00,2026-07-27T21:03:31.658+09:00,
