distance_m,interval_s,qr_visible,qr_visible_time_ms,qr_detected,qr_detected_time_ms
3.000000,0.600000,True,510.188,False,
3.000000,0.600000,False,,False,
3.000000,0.600000,True,56.605,True,56.605
3.000000,0.600000,True,462.079,False,
3.000000,0.600000,False,,False,
3.000000,0.600000,True,26.403,True,26.403
3.000000,0.600000,True,19.867,True,19.867
3.000000,0.600000,False,,False,
3.000000,0.600000,True,495.373,False,
3.000000,0.600000,False,,False,
