attempt,distance_m,target_color,crop_scale,interval_s,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,color_visible,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_hue_circular_mean_deg,red_saturation_mean,red_value_mean,red_b_mean,red_g_mean,red_r_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,status,started_at,finished_at
11,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.882611,6139,0.6661241319444444,357.5210277579476,148.16126404951947,125.48884183091708,55.59683987620134,52.58494868871151,125.48884183091708,6004.0,28.600699292150182,80,29499168384707,success,2026-07-27T21:52:49.688+09:00,2026-07-27T21:52:49.756+09:00
12,2.0,red,0.6,0.2,125.0,50.0,130,110,1,30.783213,6131,0.6652560763888888,357.4991474892671,148.29195889740663,125.52960365356385,55.56450823682923,52.54836078943076,125.52960365356385,5996.5,29.206163733020468,81,29499238546791,success,2026-07-27T21:52:49.762+09:00,2026-07-27T21:52:49.821+09:00
13,2.0,red,0.6,0.2,125.0,50.0,130,110,1,32.380171,6129,0.6650390625,357.6228286516796,148.17931147006036,125.35960189264154,55.43057595039974,52.58019252732909,125.35960189264154,5994.5,29.206163733020468,82,29499302037933,success,2026-07-27T21:52:49.824+09:00,2026-07-27T21:52:49.890+09:00
14,2.0,red,0.6,0.2,125.0,50.0,130,110,1,96.441405,6122,0.664279513888889,357.7396720483736,147.8248938255472,125.21153217902646,55.41963410650114,52.65093106827834,125.21153217902646,5989.0,29.206163733020468,84,29499437458339,success,2026-07-27T21:52:49.895+09:00,2026-07-27T21:52:50.020+09:00
15,2.0,red,0.6,0.2,125.0,50.0,130,110,1,34.03837,6069,0.6585286458333334,357.40334869700035,148.4140715109573,125.36661723512934,55.55643433844126,52.42560553633218,125.36661723512934,5937.5,29.206163733020468,85,29499502498310,success,2026-07-27T21:52:50.024+09:00,2026-07-27T21:52:50.091+09:00
16,2.0,red,0.6,0.2,125.0,50.0,130,110,1,34.336221,6059,0.6574435763888888,357.5958818706512,148.25631292292456,125.38191120646971,55.441491995378776,52.50437365901964,125.38191120646971,5926.0,29.206163733020468,86,29499576145937,success,2026-07-27T21:52:50.095+09:00,2026-07-27T21:52:50.160+09:00
17,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.797648,6105,0.6624348958333334,357.75877612876803,147.9998361998362,125.34316134316134,55.357084357084354,52.607534807534805,125.34316134316134,5970.0,29.206163733020468,87,29499639364562,success,2026-07-27T21:52:50.163+09:00,2026-07-27T21:52:50.233+09:00
18,2.0,red,0.6,0.2,125.0,50.0,130,110,1,84.954257,6139,0.6661241319444444,357.6566334131933,148.107346473367,124.43101482326112,55.05668675680078,52.19416843134061,124.43101482326112,6005.0,28.42534080710379,89,29499767634769,success,2026-07-27T21:52:50.237+09:00,2026-07-27T21:52:50.350+09:00
19,2.0,red,0.6,0.2,125.0,50.0,130,110,1,41.199623,6103,0.6622178819444445,357.6358360800892,148.2184171718827,124.57758479436343,55.11191217434049,52.19777158774373,124.57758479436343,5969.5,29.206163733020468,90,29499838404740,success,2026-07-27T21:52:50.354+09:00,2026-07-27T21:52:50.433+09:00
20,2.0,red,0.6,0.2,125.0,50.0,130,110,1,88.575208,6140,0.6662326388888888,357.41504373827024,148.01596091205212,124.46221498371335,55.29625407166124,52.23273615635179,124.46221498371335,6005.0,29.206163733020468,92,29499968115312,success,2026-07-27T21:52:50.437+09:00,2026-07-27T21:52:50.555+09:00
21,2.0,red,0.6,0.2,125.0,50.0,130,110,1,41.532789,6148,0.6671006944444444,357.8478653954001,147.91932335718934,124.49690956408588,54.99316851008458,52.31961613532856,124.49690956408588,6013.0,28.42534080710379,93,29500042239994,success,2026-07-27T21:52:50.559+09:00,2026-07-27T21:52:50.645+09:00
22,2.0,red,0.6,0.2,125.0,50.0,130,110,1,76.010675,6098,0.6616753472222223,357.56670488038566,148.35716628402756,124.55870777304034,55.069039029189895,52.12627090849459,124.55870777304034,5961.0,28.42534080710379,95,29500166477474,success,2026-07-27T21:52:50.649+09:00,2026-07-27T21:52:50.753+09:00
23,2.0,red,0.6,0.2,125.0,50.0,130,110,1,41.622511,6113,0.663302951388889,357.4612032625108,148.4690004907574,124.54245051529527,55.132831670211026,52.074431539342385,124.54245051529527,5981.0,28.42534080710379,96,29500242147946,success,2026-07-27T21:52:50.758+09:00,2026-07-27T21:52:50.836+09:00
24,2.0,red,0.6,0.2,125.0,50.0,130,110,1,84.35824,6139,0.6661241319444444,357.51712884013386,148.3054243362111,124.49975566053104,55.127708095781074,52.09773578758755,124.49975566053104,6003.5,29.206163733020468,98,29500367372978,success,2026-07-27T21:52:50.840+09:00,2026-07-27T21:52:50.956+09:00
25,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.705352,6048,0.65625,357.697380983742,148.2473544973545,124.43882275132275,54.9469246031746,52.13045634920635,124.43882275132275,5916.5,29.206163733020468,99,29500435027366,success,2026-07-27T21:52:50.959+09:00,2026-07-27T21:52:51.031+09:00
26,2.0,red,0.6,0.2,125.0,50.0,130,110,1,96.183868,6097,0.6615668402777778,357.62552825368584,148.54108577989174,124.6058717402001,54.878956864031494,52.085615876660654,124.6058717402001,5961.5,28.600699292150182,101,29500572582987,success,2026-07-27T21:52:51.035+09:00,2026-07-27T21:52:51.162+09:00
27,2.0,red,0.6,0.2,125.0,50.0,130,110,1,32.808558,6114,0.6634114583333333,357.70654346435384,148.50032711808964,124.68662087013412,54.84510958456003,52.11072947333987,124.68662087013412,5981.0,28.42534080710379,102,29500639331711,success,2026-07-27T21:52:51.165+09:00,2026-07-27T21:52:51.234+09:00
28,2.0,red,0.6,0.2,125.0,50.0,130,110,1,85.195865,6146,0.6668836805555556,357.5785123184367,148.55564594858444,124.50959973966808,54.89310120403515,52.02147738366417,124.50959973966808,6010.5,29.206163733020468,104,29500767999544,success,2026-07-27T21:52:51.238+09:00,2026-07-27T21:52:51.353+09:00
29,2.0,red,0.6,0.2,125.0,50.0,130,110,1,37.42682,6149,0.667209201388889,357.552534168242,148.3480240689543,124.48837209302326,55.057570336640104,52.08912018214344,124.48837209302326,6014.0,28.600699292150182,105,29500838468254,success,2026-07-27T21:52:51.356+09:00,2026-07-27T21:52:51.431+09:00
30,2.0,red,0.6,0.2,125.0,50.0,130,110,1,92.434601,6136,0.6657986111111112,357.7628599941542,148.4496414602347,124.36049543676663,54.71936114732725,52.01238591916558,124.36049543676663,6002.0,29.206163733020468,107,29500970796815,success,2026-07-27T21:52:51.436+09:00,2026-07-27T21:52:51.560+09:00
31,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.778369,6114,0.6634114583333333,358.1460439163642,148.3686620870134,124.37144259077527,54.36506378802748,52.08341511285574,124.37144259077527,5980.5,28.42534080710379,108,29501039734735,success,2026-07-27T21:52:51.564+09:00,2026-07-27T21:52:51.634+09:00
32,2.0,red,0.6,0.2,125.0,50.0,130,110,1,84.705386,6116,0.6636284722222222,357.98102022614006,148.38047743623284,124.41988227599738,54.56720078482668,52.04234793982995,124.41988227599738,5980.5,28.42534080710379,110,29501168490438,success,2026-07-27T21:52:51.639+09:00,2026-07-27T21:52:51.754+09:00
33,2.0,red,0.6,0.2,125.0,50.0,130,110,1,35.730789,6161,0.6685112847222222,357.3617731905101,148.7938646323649,124.58805388735595,55.09381593897095,51.92549910728778,124.58805388735595,6027.0,29.206163733020468,111,29501238880278,success,2026-07-27T21:52:51.757+09:00,2026-07-27T21:52:51.829+09:00
34,2.0,red,0.6,0.2,125.0,50.0,130,110,1,94.128799,6161,0.6685112847222222,357.53287296671544,148.50933290050315,124.2644051290375,54.92874533354975,51.921603635773415,124.2644051290375,6027.5,29.206163733020468,113,29501372544965,success,2026-07-27T21:52:51.833+09:00,2026-07-27T21:52:51.957+09:00
35,2.0,red,0.6,0.2,125.0,50.0,130,110,1,36.095992,6109,0.662868923611111,357.8611662938398,148.51088557865444,123.80062203306596,54.36208872155836,51.72319528564413,123.80062203306596,5973.5,29.206163733020468,114,29501441518699,success,2026-07-27T21:52:51.960+09:00,2026-07-27T21:52:52.031+09:00
36,2.0,red,0.6,0.2,125.0,50.0,130,110,1,88.756762,6160,0.6684027777777778,357.8065355164663,148.74318181818182,123.23977272727272,54.07532467532467,51.38782467532467,123.23977272727272,6025.5,29.206163733020468,116,29501568061890,success,2026-07-27T21:52:52.035+09:00,2026-07-27T21:52:52.154+09:00
37,2.0,red,0.6,0.2,125.0,50.0,130,110,1,37.796671,6234,0.6764322916666666,357.61253807263256,148.98299647096567,123.41289701636188,54.21366698748797,51.34215591915303,123.41289701636188,6100.0,28.600699292150182,117,29501641497869,success,2026-07-27T21:52:52.157+09:00,2026-07-27T21:52:52.231+09:00
38,2.0,red,0.6,0.2,125.0,50.0,130,110,1,89.132148,6136,0.6657986111111112,357.4520998175316,149.04432855280314,123.30019556714473,54.285202086049544,51.27607561929596,123.30019556714473,6002.5,29.206163733020468,119,29501770270812,success,2026-07-27T21:52:52.235+09:00,2026-07-27T21:52:52.354+09:00
39,2.0,red,0.6,0.2,125.0,50.0,130,110,1,34.154479,6155,0.6678602430555556,357.6176154052321,149.06352558895207,123.37774167343623,54.17969130787977,51.28497156783103,123.37774167343623,6020.5,29.206163733020468,120,29501836256667,success,2026-07-27T21:52:52.357+09:00,2026-07-27T21:52:52.425+09:00
40,2.0,red,0.6,0.2,125.0,50.0,130,110,1,29.413106,6173,0.6698133680555556,357.6526522051473,148.92240401749555,123.49214320427669,54.250283492629194,51.39672768508019,123.49214320427669,6038.5,28.600699292150182,121,29501905513753,success,2026-07-27T21:52:52.429+09:00,2026-07-27T21:52:52.489+09:00
41,2.0,red,0.6,0.2,125.0,50.0,130,110,1,34.190683,6208,0.6736111111111112,357.63601945563664,149.04655283505156,123.45022551546391,54.16833118556701,51.31266108247423,123.45022551546391,6075.5,29.206163733020468,122,29501968262322,success,2026-07-27T21:52:52.492+09:00,2026-07-27T21:52:52.563+09:00
42,2.0,red,0.6,0.2,125.0,50.0,130,110,1,92.496194,6212,0.6740451388888888,357.72030071560346,148.9668383773342,123.41580811332904,54.132968448164846,51.352221506761104,123.41580811332904,6077.0,28.600699292150182,124,29502106523216,success,2026-07-27T21:52:52.567+09:00,2026-07-27T21:52:52.690+09:00
43,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.536537,6185,0.6711154513888888,357.3925915163477,148.864025869038,123.29959579628132,54.46645109135004,51.34502829426031,123.29959579628132,6049.0,28.600699292150182,125,29502169794561,success,2026-07-27T21:52:52.694+09:00,2026-07-27T21:52:52.776+09:00
44,2.0,red,0.6,0.2,125.0,50.0,130,110,1,79.010442,6146,0.6668836805555556,357.7005008299592,148.98242759518385,123.26163358281809,54.09534656687276,51.27155873739017,123.26163358281809,6012.5,29.206163733020468,127,29502302639473,success,2026-07-27T21:52:52.780+09:00,2026-07-27T21:52:52.904+09:00
45,2.0,red,0.6,0.2,125.0,50.0,130,110,1,85.163532,6212,0.6740451388888888,357.8468725526035,149.046200901481,123.4214423696072,54.01175144880876,51.3188989053445,123.4214423696072,6078.0,29.206163733020468,129,29502436255752,success,2026-07-27T21:52:52.907+09:00,2026-07-27T21:52:53.031+09:00
46,2.0,red,0.6,0.2,125.0,50.0,130,110,1,41.750751,6176,0.6701388888888888,357.74184001493325,148.46470207253887,123.20919689119171,54.2297603626943,51.498704663212436,123.20919689119171,6042.0,28.600699292150182,130,29502519669216,success,2026-07-27T21:52:53.035+09:00,2026-07-27T21:52:53.111+09:00
47,2.0,red,0.6,0.2,125.0,50.0,130,110,1,81.339448,6117,0.6637369791666667,357.5471233714567,148.82115416053622,123.02092529017492,54.196011116560406,51.252901749223476,123.02092529017492,5981.5,29.206163733020468,132,29502640978387,success,2026-07-27T21:52:53.114+09:00,2026-07-27T21:52:53.243+09:00
48,2.0,red,0.6,0.2,125.0,50.0,130,110,1,81.9887,6184,0.6710069444444444,357.5394596382878,148.72186287192756,123.02603492884865,54.25889391979302,51.30320181112548,123.02603492884865,6048.5,29.206163733020468,134,29502768604930,success,2026-07-27T21:52:53.247+09:00,2026-07-27T21:52:53.364+09:00
49,2.0,red,0.6,0.2,125.0,50.0,130,110,1,89.10525,6186,0.6712239583333333,357.2320663100475,148.92095053346264,123.122858066602,54.53960556094407,51.24409957969609,123.122858066602,6051.5,28.600699292150182,136,29502899596555,success,2026-07-27T21:52:53.367+09:00,2026-07-27T21:52:53.493+09:00
50,2.0,red,0.6,0.2,125.0,50.0,130,110,1,34.911399,6181,0.670681423611111,357.35701984673494,149.07668662028797,123.32502831257078,54.42242355605889,51.25675457045786,123.32502831257078,6047.5,29.206163733020468,137,29502975827720,success,2026-07-27T21:52:53.498+09:00,2026-07-27T21:52:53.564+09:00
51,2.0,red,0.6,0.2,125.0,50.0,130,110,1,40.959952,6149,0.667209201388889,357.7892714765028,148.74434867458123,123.1522198731501,54.06147341031062,51.37371930395186,123.1522198731501,6014.0,29.206163733020468,138,29503049187838,success,2026-07-27T21:52:53.567+09:00,2026-07-27T21:52:53.651+09:00
52,2.0,red,0.6,0.2,125.0,50.0,130,110,1,77.183698,6180,0.6705729166666666,358.0255812693977,148.26763754045308,122.98932038834951,53.99498381877023,51.54271844660194,122.98932038834951,6046.0,28.600699292150182,140,29503172462990,success,2026-07-27T21:52:53.655+09:00,2026-07-27T21:52:53.762+09:00
53,2.0,red,0.6,0.2,125.0,50.0,130,110,1,38.677942,6212,0.6740451388888888,357.97574670492065,148.42514488087573,123.25144880875725,54.04781068898905,51.559884095299424,123.25144880875725,6075.5,28.600699292150182,141,29503242685175,success,2026-07-27T21:52:53.765+09:00,2026-07-27T21:52:53.843+09:00
54,2.0,red,0.6,0.2,125.0,50.0,130,110,1,87.161146,6131,0.6652560763888888,357.4933105525652,149.20078290654052,123.43679660740499,54.21073234382646,51.28494535964769,123.43679660740499,5997.5,28.600699292150182,143,29503378859763,success,2026-07-27T21:52:53.847+09:00,2026-07-27T21:52:53.967+09:00
55,2.0,red,0.6,0.2,125.0,50.0,130,110,1,97.550591,6138,0.666015625,357.5329927427564,148.94200065167806,123.173183447377,54.212935809710004,51.26001955034213,123.173183447377,6003.5,29.206163733020468,145,29503501139418,success,2026-07-27T21:52:53.970+09:00,2026-07-27T21:52:54.109+09:00
56,2.0,red,0.6,0.2,125.0,50.0,130,110,1,77.468364,6162,0.6686197916666666,357.9344808903714,148.27994157740994,122.97452125933138,54.09883154819864,51.51022395326193,122.97452125933138,6029.0,29.206163733020468,147,29503634065833,success,2026-07-27T21:52:54.113+09:00,2026-07-27T21:52:54.219+09:00
57,2.0,red,0.6,0.2,125.0,50.0,130,110,1,40.410121,6205,0.6732855902777778,357.94421656773136,148.73698630136985,123.19226430298147,53.922481869460114,51.37534246575343,123.19226430298147,6072.0,29.206163733020468,148,29503706530714,success,2026-07-27T21:52:54.224+09:00,2026-07-27T21:52:54.304+09:00
58,2.0,red,0.6,0.2,125.0,50.0,130,110,1,82.03544,6144,0.6666666666666667,357.92020643739215,148.791015625,123.14013671875,53.878743489583336,51.343424479166664,123.14013671875,6012.0,29.206163733020468,150,29503835226902,success,2026-07-27T21:52:54.309+09:00,2026-07-27T21:52:54.425+09:00
59,2.0,red,0.6,0.2,125.0,50.0,130,110,1,34.449178,6201,0.6728515625,357.5274413191216,148.99419448476053,123.39606515078214,54.29833897758426,51.31317529430737,123.39606515078214,6067.0,28.600699292150182,151,29503903202595,success,2026-07-27T21:52:54.428+09:00,2026-07-27T21:52:54.499+09:00
60,2.0,red,0.6,0.2,125.0,50.0,130,110,1,90.267617,6161,0.6685112847222222,357.86738106610983,148.55575393604934,123.13650381431586,54.08148027917546,51.4395390358708,123.13650381431586,6027.0,28.600699292150182,153,29504037530116,success,2026-07-27T21:52:54.503+09:00,2026-07-27T21:52:54.625+09:00
61,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.525773,6225,0.6754557291666667,358.0096936874735,148.6772690763052,123.35694779116466,53.93172690763052,51.4970281124498,123.35694779116466,6090.0,28.600699292150182,154,29504106278602,success,2026-07-27T21:52:54.628+09:00,2026-07-27T21:52:54.698+09:00
62,2.0,red,0.6,0.2,125.0,50.0,130,110,1,89.994284,6140,0.6662326388888888,357.51536016470305,149.00048859934853,123.40765472312704,54.31026058631922,51.32703583061889,123.40765472312704,6007.0,28.600699292150182,156,29504238988054,success,2026-07-27T21:52:54.702+09:00,2026-07-27T21:52:54.822+09:00
63,2.0,red,0.6,0.2,125.0,50.0,130,110,1,37.346223,6170,0.6694878472222222,357.692349557189,148.6902755267423,123.41426256077796,54.281847649918966,51.518962722852514,123.41426256077796,6036.5,28.600699292150182,157,29504307938725,success,2026-07-27T21:52:54.825+09:00,2026-07-27T21:52:54.899+09:00
64,2.0,red,0.6,0.2,125.0,50.0,130,110,1,91.795852,6205,0.6732855902777778,357.87855597911675,148.61982272360999,123.34520547945205,54.13779210314263,51.501853344077354,123.34520547945205,6071.0,28.600699292150182,159,29504441252990,success,2026-07-27T21:52:54.903+09:00,2026-07-27T21:52:55.026+09:00
65,2.0,red,0.6,0.2,125.0,50.0,130,110,1,36.445764,6193,0.6719835069444444,357.4102790510382,148.95607944453414,123.37235588567738,54.44857096722106,51.325690295494915,123.37235588567738,6059.0,28.600699292150182,160,29504511027918,success,2026-07-27T21:52:55.029+09:00,2026-07-27T21:52:55.098+09:00
66,2.0,red,0.6,0.2,125.0,50.0,130,110,1,88.699659,6207,0.6735026041666666,357.76710483082803,148.64088931851137,123.39922667955534,54.235701627195105,51.53455775737071,123.39922667955534,6074.0,28.600699292150182,161,29504636653135,success,2026-07-27T21:52:55.102+09:00,2026-07-27T21:52:55.220+09:00
67,2.0,red,0.6,0.2,125.0,50.0,130,110,1,37.344483,6209,0.6737196180555556,357.59962869510883,148.9416975358351,123.56724110162668,54.35110323723627,51.406023514253505,123.56724110162668,6075.0,28.600699292150182,162,29504706035434,success,2026-07-27T21:52:55.224+09:00,2026-07-27T21:52:55.295+09:00
68,2.0,red,0.6,0.2,125.0,50.0,130,110,1,95.816135,6192,0.671875,357.4741789857351,148.58866279069767,123.29651162790698,54.48934108527132,51.47125322997416,123.29651162790698,6059.0,28.600699292150182,164,29504839377347,success,2026-07-27T21:52:55.299+09:00,2026-07-27T21:52:55.426+09:00
69,2.0,red,0.6,0.2,125.0,50.0,130,110,1,35.994377,6222,0.6751302083333333,357.32878193034674,148.9598199935712,123.3974606235937,54.48537447765992,51.37383477981356,123.3974606235937,6088.0,28.600699292150182,165,29504905228769,success,2026-07-27T21:52:55.430+09:00,2026-07-27T21:52:55.504+09:00
70,2.0,red,0.6,0.2,125.0,50.0,130,110,1,100.686358,6150,0.6673177083333333,357.9454098726731,148.60845528455283,123.35626016260163,54.05609756097561,51.51040650406504,123.35626016260163,6016.0,28.600699292150182,167,29505044381033,success,2026-07-27T21:52:55.509+09:00,2026-07-27T21:52:55.652+09:00
71,2.0,red,0.6,0.2,125.0,50.0,130,110,1,72.726028,6116,0.6636284722222222,357.86214930338656,148.72547416612164,123.43312622629169,54.120013080444735,51.4583060824068,123.43312622629169,5984.5,29.206163733020468,169,29505165370711,success,2026-07-27T21:52:55.655+09:00,2026-07-27T21:52:55.772+09:00
72,2.0,red,0.6,0.2,125.0,50.0,130,110,1,82.381625,6223,0.6752387152777778,357.96056671363056,148.62686807006267,123.63779527559055,54.15506990197654,51.63184959022979,123.63779527559055,6088.5,28.600699292150182,171,29505298778642,success,2026-07-27T21:52:55.776+09:00,2026-07-27T21:52:55.891+09:00
73,2.0,red,0.6,0.2,125.0,50.0,130,110,1,41.633135,6165,0.6689453125,357.8829792962194,148.57453365774535,123.49180859691809,54.192538523925386,51.56528791565288,123.49180859691809,6032.0,28.600699292150182,172,29505374930103,success,2026-07-27T21:52:55.895+09:00,2026-07-27T21:52:55.977+09:00
74,2.0,red,0.6,0.2,125.0,50.0,130,110,1,77.964677,6164,0.6688368055555556,357.7128583498407,148.55872809863726,123.49886437378326,54.3479883192732,51.57738481505516,123.49886437378326,6028.5,28.600699292150182,174,29505506595670,success,2026-07-27T21:52:55.982+09:00,2026-07-27T21:52:56.090+09:00
75,2.0,red,0.6,0.2,125.0,50.0,130,110,1,36.776503,6176,0.6701388888888888,357.8367527336712,148.41499352331607,123.38196243523316,54.25064766839378,51.60411269430052,123.38196243523316,6041.5,28.600699292150182,175,29505576462930,success,2026-07-27T21:52:56.094+09:00,2026-07-27T21:52:56.166+09:00
76,2.0,red,0.6,0.2,125.0,50.0,130,110,1,159.53312,6154,0.6677517361111112,357.9983107653349,148.62170945726356,123.61959701007474,54.092135196620085,51.59278518037049,123.61959701007474,6019.5,29.206163733020468,177,29505774023919,success,2026-07-27T21:52:56.170+09:00,2026-07-27T21:52:56.359+09:00
77,2.0,red,0.6,0.2,125.0,50.0,130,110,1,35.486156,6100,0.661892361111111,358.0204493146152,148.42049180327868,123.45360655737704,54.09245901639344,51.63918032786885,123.45360655737704,5967.5,28.600699292150182,178,29505842379000,success,2026-07-27T21:52:56.363+09:00,2026-07-27T21:52:56.433+09:00
78,2.0,red,0.6,0.2,125.0,50.0,130,110,1,95.380895,6107,0.6626519097222222,357.72746334435556,148.4250859669232,123.54543965940724,54.426232192565905,51.65416734894384,123.54543965940724,5974.5,28.600699292150182,180,29505975935245,success,2026-07-27T21:52:56.437+09:00,2026-07-27T21:52:56.562+09:00
79,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.546144,6239,0.6769748263888888,357.29830895892417,148.3607949991986,123.62397820163488,54.91232569322007,51.71982689533579,123.62397820163488,6104.0,28.600699292150182,181,29506043620032,success,2026-07-27T21:52:56.565+09:00,2026-07-27T21:52:56.634+09:00
80,2.0,red,0.6,0.2,125.0,50.0,130,110,1,85.780224,6172,0.6697048611111112,357.8493460082389,148.46386908619573,123.6296176279974,54.318859364873624,51.658295528191836,123.6296176279974,6038.5,29.206163733020468,182,29506168626974,success,2026-07-27T21:52:56.638+09:00,2026-07-27T21:52:56.750+09:00
81,2.0,red,0.6,0.2,125.0,50.0,130,110,1,38.440979,6158,0.668185763888889,357.54622293865634,148.8327379019162,123.75771354335824,54.47953881130237,51.54417018512504,123.75771354335824,6024.5,28.600699292150182,183,29506239895859,success,2026-07-27T21:52:56.756+09:00,2026-07-27T21:52:56.829+09:00
82,2.0,red,0.6,0.2,125.0,50.0,130,110,1,91.921074,6161,0.6685112847222222,358.02551336696814,148.33939295568902,123.67407888329817,54.23989612075962,51.75507222853433,123.67407888329817,6026.0,28.600699292150182,185,29506371389371,success,2026-07-27T21:52:56.836+09:00,2026-07-27T21:52:56.958+09:00
83,2.0,red,0.6,0.2,125.0,50.0,130,110,1,33.139664,6151,0.6674262152777778,357.9398235194532,148.30694196065681,123.70167452446756,54.36579417980816,51.799382214274104,123.70167452446756,6016.5,29.206163733020468,186,29506438779380,success,2026-07-27T21:52:56.962+09:00,2026-07-27T21:52:57.029+09:00
84,2.0,red,0.6,0.2,125.0,50.0,130,110,1,32.464518,6158,0.668185763888889,357.91722492821697,148.47661578434557,123.8059434881455,54.331113998051315,51.74261123741474,123.8059434881455,6024.5,28.600699292150182,187,29506510795874,success,2026-07-27T21:52:57.034+09:00,2026-07-27T21:52:57.093+09:00
85,2.0,red,0.6,0.2,125.0,50.0,130,110,1,94.687231,6176,0.6701388888888888,357.6076956597971,148.64718264248705,123.92325129533678,54.61998056994819,51.686204663212436,123.92325129533678,6040.0,28.600699292150182,188,29506635936723,success,2026-07-27T21:52:57.096+09:00,2026-07-27T21:52:57.223+09:00
86,2.0,red,0.6,0.2,125.0,50.0,130,110,1,35.20627,6118,0.6638454861111112,357.63223671362056,148.80107878391632,123.95129127165741,54.54168028767571,51.62585812356979,123.95129127165741,5984.5,29.206163733020468,189,29506709325250,success,2026-07-27T21:52:57.229+09:00,2026-07-27T21:52:57.293+09:00
87,2.0,red,0.6,0.2,125.0,50.0,130,110,1,35.183122,6150,0.6673177083333333,357.47153620104706,148.37967479674796,123.76113821138212,54.78373983739837,51.770731707317076,123.76113821138212,6016.0,29.206163733020468,190,29506772330131,success,2026-07-27T21:52:57.297+09:00,2026-07-27T21:52:57.369+09:00
