attempt,distance_m,target_color,crop_scale,interval_s,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,color_visible,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_hue_circular_mean_deg,red_saturation_mean,red_value_mean,red_b_mean,red_g_mean,red_r_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,status,started_at,finished_at
66,3.0,red,0.6,0.2,125.0,50.0,130,110,1,88.909571,2657,0.2883029513888889,357.2700594335,144.46932630786603,136.58298833270607,62.58411742566805,59.21001129092962,136.58298833270607,2568.5,64.07027391856539,146,26746919745216,success,2026-07-27T21:06:57.385+09:00,2026-07-27T21:06:57.503+09:00
67,3.0,red,0.6,0.2,125.0,50.0,130,110,1,37.610307,2672,0.2899305555555556,356.6107050284519,144.6949850299401,136.6493263473054,63.43712574850299,59.11414670658683,136.6493263473054,2582.5,64.07027391856539,147,26746989846364,success,2026-07-27T21:06:57.507+09:00,2026-07-27T21:06:57.579+09:00
68,3.0,red,0.6,0.2,125.0,50.0,130,110,1,91.373525,2675,0.2902560763888889,356.574716389707,144.42168224299064,136.58878504672896,63.62728971962617,59.25046728971962,136.58878504672896,2584.5,64.07027391856539,149,26747120360358,success,2026-07-27T21:06:57.583+09:00,2026-07-27T21:06:57.703+09:00
69,3.0,red,0.6,0.2,125.0,50.0,130,110,1,35.48235,2671,0.2898220486111111,356.98571310899626,144.2740546611756,136.45338824410334,62.979408461250465,59.30999625608386,136.45338824410334,2582.5,64.63745044476924,150,26747186882481,success,2026-07-27T21:06:57.707+09:00,2026-07-27T21:06:57.777+09:00
70,3.0,red,0.6,0.2,125.0,50.0,130,110,1,93.045446,2651,0.2876519097222222,356.85281777465303,144.5066012825349,136.50773293096944,63.00943040362127,59.15201810637495,136.50773293096944,2563.0,64.07027391856539,152,26747320334650,success,2026-07-27T21:06:57.781+09:00,2026-07-27T21:06:57.903+09:00
71,3.0,red,0.6,0.2,125.0,50.0,130,110,1,36.551995,2707,0.2937282986111111,356.35537646883915,144.23051348356114,136.3819726634651,63.80458071666051,59.249353527890655,136.3819726634651,2616.5,64.89992295835181,153,26747387525123,success,2026-07-27T21:06:57.906+09:00,2026-07-27T21:06:57.977+09:00
72,3.0,red,0.6,0.2,125.0,50.0,130,110,1,97.304303,2698,0.2927517361111111,356.6700008320549,144.81727205337288,136.64418087472203,63.225352112676056,59.04781319495923,136.64418087472203,2610.0,64.89992295835181,155,26747523883357,success,2026-07-27T21:06:57.981+09:00,2026-07-27T21:06:58.109+09:00
73,3.0,red,0.6,0.2,125.0,50.0,130,110,1,35.371832,2651,0.2876519097222222,356.5281168728655,144.80761976612598,136.33157299132404,63.26744624669936,58.93625047152018,136.33157299132404,2563.0,65.45991139621256,156,26747587779247,success,2026-07-27T21:06:58.112+09:00,2026-07-27T21:06:58.184+09:00
74,3.0,red,0.6,0.2,125.0,50.0,130,110,1,88.994551,2682,0.291015625,357.1352995226227,144.0234899328859,136.2994034302759,62.86763609246831,59.337434750186425,136.2994034302759,2593.0,64.89992295835181,158,26747722357673,success,2026-07-27T21:06:58.188+09:00,2026-07-27T21:06:58.304+09:00
75,3.0,red,0.6,0.2,125.0,50.0,130,110,1,36.45744,2667,0.2893880208333333,356.638373085628,144.72290963629547,136.3907011623547,63.20059992500937,58.979002624671914,136.3907011623547,2578.0,65.45991139621256,159,26747788709666,success,2026-07-27T21:06:58.308+09:00,2026-07-27T21:06:58.384+09:00
76,3.0,red,0.6,0.2,125.0,50.0,130,110,1,88.155165,2691,0.2919921875,356.8705627126682,144.92270531400968,136.43032329988853,62.88145670754366,58.96135265700483,136.43032329988853,2602.5,65.45991139621256,161,26747922682334,success,2026-07-27T21:06:58.388+09:00,2026-07-27T21:06:58.504+09:00
77,3.0,red,0.6,0.2,125.0,50.0,130,110,1,35.173555,2647,0.2872178819444445,356.6722445936746,144.45485455232338,136.23649414431432,63.20929353985644,59.07480166225916,136.23649414431432,2558.0,65.45991139621256,162,26747988860495,success,2026-07-27T21:06:58.508+09:00,2026-07-27T21:06:58.578+09:00
78,3.0,red,0.6,0.2,125.0,50.0,130,110,1,94.470515,2678,0.29058159722222227,356.7036270841583,145.02240477968633,136.36071695294996,62.91822255414488,58.83383121732636,136.36071695294996,2588.5,65.45991139621256,164,26748122453387,success,2026-07-27T21:06:58.582+09:00,2026-07-27T21:06:58.705+09:00
79,3.0,red,0.6,0.2,125.0,50.0,130,110,1,36.315347,2699,0.2928602430555555,356.7080875030627,144.79103371619118,136.43979251574657,63.0974434975917,58.96961837717673,136.43979251574657,2610.0,64.89992295835181,165,26748189348749,success,2026-07-27T21:06:58.708+09:00,2026-07-27T21:06:58.778+09:00
80,3.0,red,0.6,0.2,125.0,50.0,130,110,1,89.695587,2673,0.2900390625,357.0306036548743,144.54208754208753,136.53423120089786,62.819304152637486,59.14291058735503,136.53423120089786,2584.5,65.45991139621256,167,26748318623598,success,2026-07-27T21:06:58.782+09:00,2026-07-27T21:06:58.900+09:00
81,3.0,red,0.6,0.2,125.0,50.0,130,110,1,39.559005,2643,0.28678385416666663,356.6229617616327,144.61256148316306,136.33371169125994,63.289822171774496,59.020431328036324,136.33371169125994,2555.0,65.45991139621256,168,26748388258655,success,2026-07-27T21:06:58.903+09:00,2026-07-27T21:06:58.977+09:00
82,3.0,red,0.6,0.2,125.0,50.0,130,110,1,93.98285,2686,0.29144965277777773,356.47911233116383,144.6463142218913,136.58153387937455,63.48771407297096,59.11801935964259,136.58153387937455,2596.0,65.45991139621256,170,26748520895994,success,2026-07-27T21:06:58.981+09:00,2026-07-27T21:06:59.102+09:00
83,3.0,red,0.6,0.2,125.0,50.0,130,110,1,37.873139,2665,0.2891710069444445,356.7167732654006,144.40825515947466,136.471669793621,63.352720450281424,59.199624765478426,136.471669793621,2574.0,65.45991139621256,171,26748588990668,success,2026-07-27T21:06:59.105+09:00,2026-07-27T21:06:59.178+09:00
84,3.0,red,0.6,0.2,125.0,50.0,130,110,1,87.250757,2671,0.2898220486111111,356.60140538753916,144.7596405840509,136.07150879820293,63.08274054661175,58.819917633845,136.07150879820293,2581.5,64.63745044476924,173,26748715434530,success,2026-07-27T21:06:59.182+09:00,2026-07-27T21:06:59.295+09:00
85,3.0,red,0.6,0.2,125.0,50.0,130,110,1,48.868864,2672,0.2899305555555556,356.6878695037189,144.55351796407186,136.35928143712576,63.313248502994014,59.08944610778443,136.35928143712576,2584.0,65.45991139621256,174,26748792900666,success,2026-07-27T21:06:59.300+09:00,2026-07-27T21:06:59.390+09:00
