attempt,distance_m,target_color,crop_scale,interval_s,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,color_visible,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_hue_circular_mean_deg,red_saturation_mean,red_value_mean,red_b_mean,red_g_mean,red_r_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,status,started_at,finished_at
11,1.0,red,0.6,0.2,125.0,50.0,130,110,1,90.825366,26818,2.909939236111111,358.9302501367147,159.32907002759342,131.22175404579014,50.86080244611828,49.47542695204713,131.22175404579014,26539.5,59.53990258641679,67,30728082794639,success,2026-07-27T22:13:18.546+09:00,2026-07-27T22:13:18.679+09:00
12,1.0,red,0.6,0.2,125.0,50.0,130,110,1,87.091092,26841,2.9124348958333335,358.91684970206063,159.46697216944227,131.1746954286353,50.759733243917886,49.41324838865914,131.1746954286353,26561.0,59.53990258641679,69,30728215529746,success,2026-07-27T22:13:18.684+09:00,2026-07-27T22:13:18.806+09:00
13,1.0,red,0.6,0.2,125.0,50.0,130,110,1,34.815318,26782,2.906032986111111,358.8393753982883,159.53554626241507,131.1624225225898,50.8292136509596,49.36886714957807,131.1624225225898,26500.5,59.53990258641679,70,30728288691750,success,2026-07-27T22:13:18.810+09:00,2026-07-27T22:13:18.891+09:00
14,1.0,red,0.6,0.2,125.0,50.0,130,110,1,76.07808,26830,2.911241319444444,358.9692044269675,160.00629891912038,131.52493477450614,50.59068207230712,49.319120387625794,131.52493477450614,26550.0,59.53990258641679,72,30728415668056,success,2026-07-27T22:13:18.895+09:00,2026-07-27T22:13:19.006+09:00
15,1.0,red,0.6,0.2,125.0,50.0,130,110,1,35.056743,26881,2.916775173611111,358.67916208270816,159.9529779398088,131.64614411666233,50.96462185186563,49.239500018600495,131.64614411666233,26602.0,59.53990258641679,73,30728484264199,success,2026-07-27T22:13:19.009+09:00,2026-07-27T22:13:19.087+09:00
16,1.0,red,0.6,0.2,125.0,50.0,130,110,1,79.019971,26766,2.904296875,358.88944014389756,159.6675633266084,131.12758723754015,50.75831278487634,49.34984682059329,131.12758723754015,26486.0,59.53990258641679,75,30728615536480,success,2026-07-27T22:13:19.091+09:00,2026-07-27T22:13:19.210+09:00
17,1.0,red,0.6,0.2,125.0,50.0,130,110,1,94.85075,26901,2.9189453125,358.64171689192347,160.10508903014758,131.56477454369727,50.88420504813948,49.1343072748225,131.56477454369727,26622.0,59.53990258641679,77,30728749889910,success,2026-07-27T22:13:19.213+09:00,2026-07-27T22:13:19.375+09:00
18,1.0,red,0.6,0.2,125.0,50.0,130,110,1,62.79212,26800,2.907986111111111,358.9993178454376,159.57085820895523,130.984776119403,50.60473880597015,49.31563432835821,130.984776119403,26520.5,59.53990258641679,79,30728885277816,success,2026-07-27T22:13:19.380+09:00,2026-07-27T22:13:19.481+09:00
19,1.0,red,0.6,0.2,125.0,50.0,130,110,1,86.440743,26765,2.9041883680555554,358.90217794889094,159.61016252568652,131.16360919110778,50.731440313842704,49.34952363160844,131.16360919110778,26488.5,59.53990258641679,81,30729015518085,success,2026-07-27T22:13:19.484+09:00,2026-07-27T22:13:19.613+09:00
20,1.0,red,0.6,0.2,125.0,50.0,130,110,1,85.673822,26809,2.908962673611111,358.95562175440494,159.56190085419075,131.06680592338392,50.612480883285464,49.34328024170988,131.06680592338392,26533.5,59.53990258641679,83,30729146686904,success,2026-07-27T22:13:19.618+09:00,2026-07-27T22:13:19.743+09:00
21,1.0,red,0.6,0.2,125.0,50.0,130,110,1,36.866769,26888,2.917534722222222,358.84677549999964,160.2578845581672,131.68167955965487,50.625818208866406,49.14259149062779,131.68167955965487,26609.5,59.53990258641679,84,30729227751789,success,2026-07-27T22:13:19.746+09:00,2026-07-27T22:13:19.831+09:00
22,1.0,red,0.6,0.2,125.0,50.0,130,110,1,72.497823,26754,2.9029947916666665,358.97081036486566,159.56772819017718,131.17485235852584,50.698437616804966,49.38005531883083,131.17485235852584,26476.5,59.53990258641679,86,30729351138357,success,2026-07-27T22:13:19.836+09:00,2026-07-27T22:13:19.946+09:00
23,1.0,red,0.6,0.2,125.0,50.0,130,110,1,35.272019,26762,2.9038628472222223,358.89893358460785,159.5990957327554,130.99872954188774,50.740340781705406,49.28458261714371,130.99872954188774,26484.0,59.53990258641679,87,30729429881348,success,2026-07-27T22:13:19.950+09:00,2026-07-27T22:13:20.030+09:00
24,1.0,red,0.6,0.2,125.0,50.0,130,110,1,71.273423,26893,2.918077256944444,358.8011355611948,160.06016435503662,131.6634812032871,50.780946714758485,49.28702636373777,131.6634812032871,26612.5,59.53990258641679,89,30729550327229,success,2026-07-27T22:13:20.034+09:00,2026-07-27T22:13:20.144+09:00
25,1.0,red,0.6,0.2,125.0,50.0,130,110,1,33.248605,26840,2.912326388888889,358.7902790217772,159.32876304023844,131.12343517138598,50.94597615499255,49.38215350223547,131.12343517138598,26562.5,59.53990258641679,90,30729625519426,success,2026-07-27T22:13:20.147+09:00,2026-07-27T22:13:20.224+09:00
26,1.0,red,0.6,0.2,125.0,50.0,130,110,1,81.469994,26928,2.921875,358.85137749521897,160.17680481283423,131.6254827688651,50.675690730837786,49.23614824717766,131.6254827688651,26647.5,59.53990258641679,92,30729753721910,success,2026-07-27T22:13:20.228+09:00,2026-07-27T22:13:20.347+09:00
27,1.0,red,0.6,0.2,125.0,50.0,130,110,1,34.199785,26860,2.9144965277777777,358.9818058566732,160.07334326135518,131.61291883842145,50.56116902457185,49.289873417721516,131.61291883842145,26580.0,59.53990258641679,93,30729826244196,success,2026-07-27T22:13:20.349+09:00,2026-07-27T22:13:20.429+09:00
28,1.0,red,0.6,0.2,125.0,50.0,130,110,1,73.689595,26773,2.905056423611111,358.86362974188694,159.61199716131924,131.11369663466925,50.70896051992679,49.292533522578715,131.11369663466925,26494.0,59.53990258641679,95,30729951125626,success,2026-07-27T22:13:20.434+09:00,2026-07-27T22:13:20.555+09:00
29,1.0,red,0.6,0.2,125.0,50.0,130,110,1,86.912537,26793,2.9072265625,359.1831859649618,159.63273989474862,131.04355615272647,50.39193072817527,49.341805695517486,131.04355615272647,26513.0,59.53990258641679,97,30730088367206,success,2026-07-27T22:13:20.559+09:00,2026-07-27T22:13:20.691+09:00
30,1.0,red,0.6,0.2,125.0,50.0,130,110,1,74.516756,26813,2.909396701388889,358.9885928422649,159.61831947189796,131.13292059821728,50.61335919143699,49.372244806623655,131.13292059821728,26534.0,59.53990258641679,99,30730216331692,success,2026-07-27T22:13:20.695+09:00,2026-07-27T22:13:20.807+09:00
31,1.0,red,0.6,0.2,125.0,50.0,130,110,1,36.132995,26859,2.9143880208333335,358.9658595925296,159.58539037194237,131.20291150080047,50.71603559328344,49.41066309244574,131.20291150080047,26579.5,59.53990258641679,100,30730286021402,success,2026-07-27T22:13:20.810+09:00,2026-07-27T22:13:20.892+09:00
32,1.0,red,0.6,0.2,125.0,50.0,130,110,1,86.894666,26792,2.9071180555555554,358.9163917230025,159.63660794266946,131.23865332935205,50.743654822335024,49.32707524634219,131.23865332935205,26512.0,59.53990258641679,102,30730424357957,success,2026-07-27T22:13:20.896+09:00,2026-07-27T22:13:21.024+09:00
33,1.0,red,0.6,0.2,125.0,50.0,130,110,1,80.818035,26819,2.910047743055556,358.99499302116254,159.55367463365525,131.09672247287372,50.626794436779896,49.36086356687423,131.09672247287372,26540.5,59.53990258641679,104,30730551263338,success,2026-07-27T22:13:21.027+09:00,2026-07-27T22:13:21.150+09:00
34,1.0,red,0.6,0.2,125.0,50.0,130,110,1,84.923752,26863,2.914822048611111,358.9991941586638,159.64881063172393,131.13446003797046,50.673044708334885,49.38789412947176,131.13446003797046,26582.5,59.53990258641679,106,30730685219974,success,2026-07-27T22:13:21.154+09:00,2026-07-27T22:13:21.276+09:00
35,1.0,red,0.6,0.2,125.0,50.0,130,110,1,34.641431,26853,2.9137369791666665,359.0014332088865,159.52899117417047,131.1867947715339,50.65646296503184,49.4044985662682,131.1867947715339,26575.5,59.53990258641679,107,30730753884986,success,2026-07-27T22:13:21.279+09:00,2026-07-27T22:13:21.357+09:00
36,1.0,red,0.6,0.2,125.0,50.0,130,110,1,81.775288,26890,2.917751736111111,358.8400582283687,159.84596504276684,131.5465972480476,50.775492748233546,49.318296764596504,131.5465972480476,26609.5,59.53990258641679,109,30730889493058,success,2026-07-27T22:13:21.362+09:00,2026-07-27T22:13:21.481+09:00
37,1.0,red,0.6,0.2,125.0,50.0,130,110,1,35.391463,26814,2.9095052083333335,359.1293508207879,159.5308420974118,131.06369806817335,50.54258969195197,49.4497650481092,131.06369806817335,26537.5,59.53990258641679,110,30730958677567,success,2026-07-27T22:13:21.484+09:00,2026-07-27T22:13:21.564+09:00
38,1.0,red,0.6,0.2,125.0,50.0,130,110,1,83.63524,26840,2.912326388888889,358.9184987168379,159.69046199701938,131.1628912071535,50.69295827123696,49.34485842026826,131.1628912071535,26561.0,59.53990258641679,112,30731092109595,success,2026-07-27T22:13:21.567+09:00,2026-07-27T22:13:21.690+09:00
39,1.0,red,0.6,0.2,125.0,50.0,130,110,1,81.50753,26816,2.9097222222222223,358.90126818010367,159.45607100238664,131.04471211217185,50.72121121718377,49.335918854415276,131.04471211217185,26538.5,59.53990258641679,114,30731220202580,success,2026-07-27T22:13:21.693+09:00,2026-07-27T22:13:21.818+09:00
40,1.0,red,0.6,0.2,125.0,50.0,130,110,1,83.403706,26808,2.9088541666666665,359.0017465138433,159.2643240823635,130.8664950760967,50.64984333034915,49.36548791405551,130.8664950760967,26526.0,59.53990258641679,116,30731351264548,success,2026-07-27T22:13:21.822+09:00,2026-07-27T22:13:21.943+09:00
41,1.0,red,0.6,0.2,125.0,50.0,130,110,1,39.026516,26879,2.9165581597222223,358.9754596353517,159.46880464302987,131.00784999441944,50.650061386212286,49.35116633803341,131.00784999441944,26600.0,58.54912467321779,117,30731428612621,success,2026-07-27T22:13:21.946+09:00,2026-07-27T22:13:22.031+09:00
42,1.0,red,0.6,0.2,125.0,50.0,130,110,1,72.693452,26784,2.90625,359.12336640052064,159.69519115890083,130.84046445639189,50.40725806451613,49.299357825567505,130.84046445639189,26506.5,59.53990258641679,119,30731552461278,success,2026-07-27T22:13:22.035+09:00,2026-07-27T22:13:22.146+09:00
43,1.0,red,0.6,0.2,125.0,50.0,130,110,1,33.097735,26730,2.900390625,359.04278630506633,159.80714552936774,130.86846240179574,50.419079685746354,49.1917695473251,130.86846240179574,26451.5,59.53990258641679,120,30731624892325,success,2026-07-27T22:13:22.150+09:00,2026-07-27T22:13:22.228+09:00
44,1.0,red,0.6,0.2,125.0,50.0,130,110,1,80.692091,26784,2.90625,359.14678496646627,159.71497909199522,130.91035692951016,50.26112604540024,49.16058094384707,130.91035692951016,26507.0,59.53990258641679,122,30731758721925,success,2026-07-27T22:13:22.232+09:00,2026-07-27T22:13:22.347+09:00
45,1.0,red,0.6,0.2,125.0,50.0,130,110,1,93.285304,26783,2.906141493055556,359.04513110649236,159.50599260725087,130.94739200238956,50.56763618713363,49.3499234589105,130.94739200238956,26505.0,59.53990258641679,123,30731888978222,success,2026-07-27T22:13:22.349+09:00,2026-07-27T22:13:22.483+09:00
46,1.0,red,0.6,0.2,125.0,50.0,130,110,1,84.830795,26779,2.9057074652777777,359.14528893612425,159.85286978602636,130.9883117368087,50.303558758728855,49.2523992680832,130.9883117368087,26500.0,59.53990258641679,124,30732018288070,success,2026-07-27T22:13:22.487+09:00,2026-07-27T22:13:22.609+09:00
47,1.0,red,0.6,0.2,125.0,50.0,130,110,1,37.106445,26793,2.9072265625,359.09697133899203,159.72559997014145,131.0308289478595,50.46508416377412,49.26861493673721,131.0308289478595,26514.0,59.53990258641679,125,30732093279382,success,2026-07-27T22:13:22.612+09:00,2026-07-27T22:13:22.693+09:00
48,1.0,red,0.6,0.2,125.0,50.0,130,110,1,75.855641,26792,2.9071180555555554,359.01145610479614,159.5235518065094,130.9972006569125,50.61578083009854,49.3507763511496,130.9972006569125,26512.5,59.53990258641679,127,30732217393147,success,2026-07-27T22:13:22.697+09:00,2026-07-27T22:13:22.813+09:00
49,1.0,red,0.6,0.2,125.0,50.0,130,110,1,86.117844,26841,2.9124348958333335,359.01487060746734,159.5239372601617,131.00562572184344,50.57810811817742,49.35352632167207,131.00562572184344,26560.5,59.53990258641679,129,30732346928549,success,2026-07-27T22:13:22.816+09:00,2026-07-27T22:13:22.946+09:00
50,1.0,red,0.6,0.2,125.0,50.0,130,110,1,33.075004,26780,2.9058159722222223,358.9089553019432,159.57647498132934,130.96979088872294,50.6742718446602,49.244174757281556,130.96979088872294,26502.0,59.53990258641679,130,30732429558282,success,2026-07-27T22:13:22.951+09:00,2026-07-27T22:13:23.022+09:00
51,1.0,red,0.6,0.2,125.0,50.0,130,110,1,86.826432,26794,2.9073350694444446,359.0302296101783,159.71941479435694,131.01149511084571,50.544935433305966,49.28155557214302,131.01149511084571,26512.5,59.53990258641679,132,30732555397075,success,2026-07-27T22:13:23.024+09:00,2026-07-27T22:13:23.155+09:00
52,1.0,red,0.6,0.2,125.0,50.0,130,110,1,78.112905,26808,2.9088541666666665,359.10605764375913,159.63376603998807,131.0382348552671,50.48097582811101,49.35757982691734,131.0382348552671,26529.5,59.53990258641679,134,30732683532318,success,2026-07-27T22:13:23.159+09:00,2026-07-27T22:13:23.273+09:00
53,1.0,red,0.6,0.2,125.0,50.0,130,110,1,39.860319,26788,2.9066840277777777,359.0007349257906,159.68836792593697,131.24268329102583,50.61919516201284,49.3533298491862,131.24268329102583,26510.0,59.53990258641679,135,30732761583113,success,2026-07-27T22:13:23.277+09:00,2026-07-27T22:13:23.361+09:00
54,1.0,red,0.6,0.2,125.0,50.0,130,110,1,79.186789,26816,2.9097222222222223,359.024442117198,159.60665274463008,131.0428475536993,50.52822941527446,49.2830772673031,131.0428475536993,26535.5,59.53990258641679,137,30732889294692,success,2026-07-27T22:13:23.365+09:00,2026-07-27T22:13:23.481+09:00
55,1.0,red,0.6,0.2,125.0,50.0,130,110,1,35.702675,26766,2.904296875,359.1433900850443,159.7886497795711,131.12915639243818,50.3100948965105,49.317753866846,131.12915639243818,26488.0,59.53990258641679,138,30732958656442,success,2026-07-27T22:13:23.484+09:00,2026-07-27T22:13:23.565+09:00
56,1.0,red,0.6,0.2,125.0,50.0,130,110,1,73.193599,26783,2.906141493055556,359.1526935898158,159.6503379009073,130.77190755329875,50.32770787439794,49.28525557256469,130.77190755329875,26506.5,59.53990258641679,140,30733088066826,success,2026-07-27T22:13:23.569+09:00,2026-07-27T22:13:23.678+09:00
57,1.0,red,0.6,0.2,125.0,50.0,130,110,1,38.477864,26881,2.916775173611111,358.82213800219256,159.35619954614785,130.8845653063502,50.77727763104051,49.27737063353298,130.8845653063502,26598.5,59.53990258641679,141,30733162786473,success,2026-07-27T22:13:23.682+09:00,2026-07-27T22:13:23.768+09:00
58,1.0,red,0.6,0.2,125.0,50.0,130,110,1,65.393086,26810,2.9090711805555554,359.11068312998293,160.0408056695263,131.00783289817232,50.36560984707199,49.205296531145095,131.00783289817232,26532.5,59.53990258641679,143,30733283613775,success,2026-07-27T22:13:23.772+09:00,2026-07-27T22:13:23.875+09:00
59,1.0,red,0.6,0.2,125.0,50.0,130,110,1,39.391858,26851,2.9135199652777777,358.84161323539416,159.5054932777178,130.83252020408923,50.740158653309,49.224125730885255,130.83252020408923,26572.0,59.53990258641679,144,30733362442473,success,2026-07-27T22:13:23.878+09:00,2026-07-27T22:13:23.963+09:00
60,1.0,red,0.6,0.2,125.0,50.0,130,110,1,75.524883,26775,2.9052734375,358.94133585224375,159.52153127917833,130.95622782446313,50.60388422035481,49.235816993464056,130.95622782446313,26495.5,59.53990258641679,146,30733489053706,success,2026-07-27T22:13:23.968+09:00,2026-07-27T22:13:24.084+09:00
61,1.0,red,0.6,0.2,125.0,50.0,130,110,1,92.33268,26886,2.9173177083333335,359.0794460275477,159.64394108457932,130.88369411589676,50.44863497731161,49.30930595849141,130.88369411589676,26605.5,59.53990258641679,148,30733624379317,success,2026-07-27T22:13:24.087+09:00,2026-07-27T22:13:24.222+09:00
62,1.0,red,0.6,0.2,125.0,50.0,130,110,1,85.71166,26824,2.910590277777778,359.2476140937594,159.82564121682077,130.81024455711304,50.223195645690424,49.288398449150016,130.81024455711304,26541.5,59.53990258641679,150,30733751412715,success,2026-07-27T22:13:24.226+09:00,2026-07-27T22:13:24.365+09:00
63,1.0,red,0.6,0.2,125.0,50.0,130,110,1,80.847611,26810,2.9090711805555554,359.06804399698206,159.59865721745618,130.70417754569192,50.426557254755686,49.2408429690414,130.70417754569192,26531.5,59.53990258641679,152,30733888129093,success,2026-07-27T22:13:24.368+09:00,2026-07-27T22:13:24.502+09:00
64,1.0,red,0.6,0.2,125.0,50.0,130,110,1,74.581516,26822,2.910373263888889,359.02131193156805,159.66605771381703,130.8403549325181,50.4838938185072,49.23592573260756,130.8403549325181,26542.0,59.53990258641679,154,30734019412093,success,2026-07-27T22:13:24.506+09:00,2026-07-27T22:13:24.621+09:00
65,1.0,red,0.6,0.2,125.0,50.0,130,110,1,35.082658,26848,2.913194444444444,359.174156979183,159.84460667461263,130.89470351609057,50.23651668653159,49.21025774731824,130.89470351609057,26571.0,59.53990258641679,155,30734103217502,success,2026-07-27T22:13:24.624+09:00,2026-07-27T22:13:24.715+09:00
66,1.0,red,0.6,0.2,125.0,50.0,130,110,1,63.023412,26802,2.908203125,359.09406028042173,159.87370345496603,130.83064696664428,50.29647041265577,49.150958883665396,130.83064696664428,26522.5,59.53990258641679,157,30734220835447,success,2026-07-27T22:13:24.719+09:00,2026-07-27T22:13:24.831+09:00
67,1.0,red,0.6,0.2,125.0,50.0,130,110,1,89.391064,26837,2.9120008680555554,359.08247429566546,159.89026344226255,130.73648321347395,50.25952975369825,49.13667697581697,130.73648321347395,26558.0,59.53990258641679,159,30734359797461,success,2026-07-27T22:13:24.834+09:00,2026-07-27T22:13:24.965+09:00
68,1.0,red,0.6,0.2,125.0,50.0,130,110,1,71.033257,26823,2.9104817708333335,359.21575311415575,159.8133691235134,130.8015881892406,50.22268202661895,49.21653058941953,130.8015881892406,26545.5,59.53990258641679,160,30734486724799,success,2026-07-27T22:13:24.970+09:00,2026-07-27T22:13:25.078+09:00
69,1.0,red,0.6,0.2,125.0,50.0,130,110,1,42.519285,26895,2.9182942708333335,359.0582558335898,159.80684142033834,130.78259899609594,50.32998698642871,49.12600855177542,130.78259899609594,26617.0,59.53990258641679,161,30734568966476,success,2026-07-27T22:13:25.082+09:00,2026-07-27T22:13:25.173+09:00
70,1.0,red,0.6,0.2,125.0,50.0,130,110,1,69.386582,26821,2.9102647569444446,359.03911233034864,159.5917378173819,130.65709705081838,50.46321911934678,49.23951381380262,130.65709705081838,26543.5,59.53990258641679,163,30734689296703,success,2026-07-27T22:13:25.177+09:00,2026-07-27T22:13:25.282+09:00
71,1.0,red,0.6,0.2,125.0,50.0,130,110,1,94.510998,26836,2.911892361111111,358.99789123648316,159.62878223282158,130.78912654643017,50.456364584885975,49.154605753465496,130.78912654643017,26558.5,59.53990258641679,165,30734821329087,success,2026-07-27T22:13:25.285+09:00,2026-07-27T22:13:25.432+09:00
72,1.0,red,0.6,0.2,125.0,50.0,130,110,1,73.749001,26812,2.909288194444444,359.0402602781857,159.785991347158,130.72963598388782,50.35480381918544,49.132515291660454,130.72963598388782,26532.5,59.53990258641679,167,30734951215039,success,2026-07-27T22:13:25.436+09:00,2026-07-27T22:13:25.554+09:00
73,1.0,red,0.6,0.2,125.0,50.0,130,110,1,66.448264,26853,2.9137369791666665,359.05733638221557,159.58857483335194,130.66085725989646,50.3527352623543,49.16981342866719,130.66085725989646,26573.0,59.53990258641679,168,30735048468596,success,2026-07-27T22:13:25.556+09:00,2026-07-27T22:13:25.686+09:00
74,1.0,red,0.6,0.2,125.0,50.0,130,110,1,86.300359,26879,2.9165581597222223,359.19106207221944,159.76450016741694,130.74883738234308,50.20134677629376,49.181442762007514,130.74883738234308,26600.0,58.54912467321779,171,30735220821555,success,2026-07-27T22:13:25.690+09:00,2026-07-27T22:13:25.815+09:00
75,1.0,red,0.6,0.2,125.0,50.0,130,110,1,34.381014,26773,2.905056423611111,359.1487423039284,159.73454599783364,130.6369103200986,50.235461098868264,49.198072685167894,130.6369103200986,26494.5,59.53990258641679,172,30735298160389,success,2026-07-27T22:13:25.819+09:00,2026-07-27T22:13:25.894+09:00
76,1.0,red,0.6,0.2,125.0,50.0,130,110,1,79.343304,26818,2.909939236111111,359.0818665754082,159.83567007233947,130.62618390633156,50.25796107092251,49.09754642404355,130.62618390633156,26536.0,59.53990258641679,173,30735418174617,success,2026-07-27T22:13:25.898+09:00,2026-07-27T22:13:26.024+09:00
77,1.0,red,0.6,0.2,125.0,50.0,130,110,1,87.574148,26843,2.9126519097222223,359.1358138520529,159.63964534515517,130.62526543232872,50.317214916365536,49.1912975449838,130.62526543232872,26566.5,58.54912467321779,175,30735555678824,success,2026-07-27T22:13:26.027+09:00,2026-07-27T22:13:26.166+09:00
78,1.0,red,0.6,0.2,125.0,50.0,130,110,1,75.636973,26850,2.913411458333333,359.1323536423245,159.92364990689012,130.7092364990689,50.23258845437616,49.146368715083796,130.7092364990689,26569.5,59.53990258641679,177,30735689801548,success,2026-07-27T22:13:26.170+09:00,2026-07-27T22:13:26.293+09:00
79,1.0,red,0.6,0.2,125.0,50.0,130,110,1,37.055722,26837,2.9120008680555554,359.1258295601516,159.78630249282708,130.65040801878004,50.20721392107911,49.11540038007229,130.65040801878004,26552.5,59.53990258641679,178,30735773286552,success,2026-07-27T22:13:26.296+09:00,2026-07-27T22:13:26.388+09:00
80,1.0,red,0.6,0.2,125.0,50.0,130,110,1,64.216443,26867,2.9152560763888893,359.07585132042993,159.89786727211822,130.5061971935832,50.22053076264562,49.028659694048464,130.5061971935832,26589.0,59.53990258641679,180,30735891968286,success,2026-07-27T22:13:26.392+09:00,2026-07-27T22:13:26.502+09:00
81,1.0,red,0.6,0.2,125.0,50.0,130,110,1,79.188234,26857,2.9141710069444446,359.2834325507342,159.76505194176565,130.57322113415498,50.088803663849276,49.1404475555721,130.57322113415498,26578.0,59.53990258641679,182,30736023377465,success,2026-07-27T22:13:26.505+09:00,2026-07-27T22:13:26.630+09:00
82,1.0,red,0.6,0.2,125.0,50.0,130,110,1,83.046278,26843,2.9126519097222223,359.03561736322894,159.9780948478188,130.71959169988452,50.25921096747756,49.0777483887792,130.71959169988452,26563.5,58.54912467321779,184,30736156418909,success,2026-07-27T22:13:26.634+09:00,2026-07-27T22:13:26.765+09:00
83,1.0,red,0.6,0.2,125.0,50.0,130,110,1,76.004797,26865,2.9150390625,359.03581374777184,159.73046715056765,130.50601153917736,50.2786897450214,49.08431044109436,130.50601153917736,26587.0,59.53990258641679,186,30736288317898,success,2026-07-27T22:13:26.768+09:00,2026-07-27T22:13:26.889+09:00
84,1.0,red,0.6,0.2,125.0,50.0,130,110,1,84.997929,26830,2.911241319444444,359.0308642859572,159.81524412970555,130.6445024226612,50.24558330227357,49.0836377189713,130.6445024226612,26551.0,59.53990258641679,188,30736422904663,success,2026-07-27T22:13:26.893+09:00,2026-07-27T22:13:27.016+09:00
85,1.0,red,0.6,0.2,125.0,50.0,130,110,1,34.695619,26819,2.910047743055556,359.15866358198275,159.88687124799583,130.5222789813192,50.16421193929677,49.077556955889484,130.5222789813192,26538.5,59.53990258641679,189,30736494009387,success,2026-07-27T22:13:27.019+09:00,2026-07-27T22:13:27.098+09:00
86,1.0,red,0.6,0.2,125.0,50.0,130,110,1,75.578818,26876,2.916232638888889,359.0807376062754,159.90121297812175,130.55517934216402,50.21684774520018,49.11493525822295,130.55517934216402,26594.5,59.53990258641679,191,30736624719219,success,2026-07-27T22:13:27.102+09:00,2026-07-27T22:13:27.211+09:00
87,1.0,red,0.6,0.2,125.0,50.0,130,110,1,92.104152,26845,2.912868923611111,359.2212109296982,159.87107468802384,130.5598435462842,50.05881914695474,49.11775004656361,130.5598435462842,26571.0,59.53990258641679,192,30736750566089,success,2026-07-27T22:13:27.214+09:00,2026-07-27T22:13:27.346+09:00
