distance_m,interval_s,qr_visible,qr_visible_time_ms,qr_detected,qr_detected_time_ms
3.000000,0.200000,False,,False,
3.000000,0.200000,False,,False,
3.000000,0.200000,False,,False,
3.000000,0.200000,False,,False,
3.000000,0.200000,False,,False,
3.000000,0.200000,True,30.355,True,30.355
3.000000,0.200000,True,59.261,True,59.261
3.000000,0.200000,True,42.427,True,42.427
3.000000,0.200000,True,50.060,True,50.060
3.000000,0.200000,False,,False,
