attempt,distance_m,interval_s,pre_recognition_settle_time_s,crop_scale,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,initial_gimbal_ros_deg,uwb_source,uwb_raw_azimuth_deg,uwb_ros_azimuth_deg,target_calculated_ros_deg,gimbal_command_ros_deg,servo_clipped,target_color,color_visible,color_success,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_saturation_mean,red_value_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,failure_frame,status,started_at,finished_at,error_message
11,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-24,127.0.0.1:39157,-18.5,18.5,-5.5,-5.5,0,red,1,1,68.798912,26991,2.9287109375,164.51083694564855,127.84242895780076,26711.5,81.00617260431454,574,30417903834982,,success,2026-07-27T22:08:05.687+09:00,2026-07-27T22:08:08.894+09:00,
12,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,44,127.0.0.1:39157,47.1,-47.1,-3.0999999999999943,-3.0999999999999943,0,red,1,1,131.846654,25920,2.8125,168.74583333333334,116.93788580246914,25502.0,42.2965719651132,618,30421169248126,,success,2026-07-27T22:08:08.896+09:00,2026-07-27T22:08:12.092+09:00,
13,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,6,127.0.0.1:39157,4.7,-4.7,1.3000000000000114,1.3000000000000114,0,red,1,1,146.988408,26902,2.9190538194444446,163.0383614601145,123.79042450375437,26621.5,75.53806987208503,663,30424371990338,,success,2026-07-27T22:08:12.093+09:00,2026-07-27T22:08:15.285+09:00,
14,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,24,127.0.0.1:39157,24.4,-24.4,-0.4000000000000057,-0.4000000000000057,0,red,1,1,87.911069,27563,2.990776909722222,166.19950658491456,121.26521060842434,27279.5,25.709920264364882,710,30427506768474,,success,2026-07-27T22:08:15.289+09:00,2026-07-27T22:08:18.469+09:00,
15,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-34,127.0.0.1:39157,-25.9,25.9,-8.099999999999994,-8.099999999999994,0,red,1,1,76.470438,25242,2.7389322916666665,167.45123207352825,127.52428492195547,24978.0,67.0,755,30430510810672,,success,2026-07-27T22:08:18.471+09:00,2026-07-27T22:08:21.489+09:00,
16,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,31,127.0.0.1:39157,30.3,-30.3,0.6999999999999886,0.6999999999999886,0,red,1,1,76.904187,27542,2.9884982638888893,166.71665093312035,122.13579260765377,27258.0,64.77653896280658,803,30433710105269,,success,2026-07-27T22:08:21.491+09:00,2026-07-27T22:08:24.685+09:00,
17,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,46,127.0.0.1:39157,48.2,-48.2,-2.1999999999999886,-2.1999999999999886,0,red,1,1,85.818015,24681,2.678059895833333,168.43867752522183,117.17341274664722,24195.5,25.059928172283335,843,30436713347411,,success,2026-07-27T22:08:24.687+09:00,2026-07-27T22:08:27.690+09:00,
18,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-28,127.0.0.1:39157,-21.7,21.7,-6.300000000000011,-6.300000000000011,0,red,1,1,83.131396,26140,2.8363715277777777,166.5765493496557,125.28362662586075,25866.5,53.009433122794285,887,30439913518972,,success,2026-07-27T22:08:27.691+09:00,2026-07-27T22:08:30.884+09:00,
19,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-20,127.0.0.1:39157,-14.9,14.9,-5.099999999999994,-5.099999999999994,0,red,1,1,152.964885,27037,2.933702256944444,164.39209231793467,125.5004253430484,26756.5,45.0,934,30443188428320,,success,2026-07-27T22:08:30.886+09:00,2026-07-27T22:08:34.089+09:00,
20,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-1,127.0.0.1:39157,-1.0,1.0,0.0,0.0,0,red,1,1,86.059881,27175,2.9486762152777777,163.08257589696413,125.62851885924563,26892.5,31.400636936215164,980,30446318868159,,success,2026-07-27T22:08:34.090+09:00,2026-07-27T22:08:37.284+09:00,
21,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,27,127.0.0.1:39157,25.5,-25.5,1.5,1.5,0,red,1,1,97.878004,27437,2.9771050347222223,167.3916244487371,119.98090170208114,27156.0,83.48652585896721,1028,30449525850787,,success,2026-07-27T22:08:37.286+09:00,2026-07-27T22:08:40.484+09:00,
22,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-38,127.0.0.1:39157,-29.0,29.0,-9.0,-9.0,0,red,1,1,87.951619,25747,2.793728298611111,169.06998873655184,126.16576688546239,25481.0,79.02531240052139,1073,30452523453448,,success,2026-07-27T22:08:40.486+09:00,2026-07-27T22:08:43.489+09:00,
23,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,26,127.0.0.1:39157,25.0,-25.0,1.0,1.0,0,red,1,1,38.318604,27314,2.963758680555556,166.75726733543237,122.44303287691294,27032.5,49.64876634922564,1119,30455668473085,,success,2026-07-27T22:08:43.490+09:00,2026-07-27T22:08:46.684+09:00,
24,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,21,127.0.0.1:39157,18.8,-18.8,2.1999999999999886,2.1999999999999886,0,red,1,1,37.534341,27367,2.969509548611111,167.14572295099939,120.4948660795849,27084.5,94.64142856064674,1164,30458865896434,,success,2026-07-27T22:08:46.685+09:00,2026-07-27T22:08:49.884+09:00,
25,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-3,127.0.0.1:39157,1.0,-1.0,-4.0,-4.0,0,red,1,1,99.179785,26857,2.9141710069444446,161.45745988010574,126.77465837584242,26577.0,74.43117626371358,1201,30461932185105,,success,2026-07-27T22:08:49.885+09:00,2026-07-27T22:08:52.890+09:00,
26,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-14,127.0.0.1:39157,-10.1,10.1,-3.9000000000000057,-3.9000000000000057,0,red,1,1,104.545289,27113,2.941948784722222,162.6853538892782,128.00538487072623,26836.0,15.297058540778355,1238,30465134688258,,success,2026-07-27T22:08:52.891+09:00,2026-07-27T22:08:56.084+09:00,
27,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,12,127.0.0.1:39157,10.1,-10.1,1.9000000000000057,1.9000000000000057,0,red,1,1,39.93632,27243,2.9560546875,164.38336453400873,124.19406820100576,26957.0,79.40403012442127,1285,30468270900559,,success,2026-07-27T22:08:56.085+09:00,2026-07-27T22:08:59.284+09:00,
28,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-49,127.0.0.1:39157,-39.6,39.6,-9.400000000000006,-9.400000000000006,0,red,1,1,32.866301,22042,2.391710069444444,167.99891116958534,128.125396969422,21796.5,67.0,1327,30471276501736,,success,2026-07-27T22:08:59.285+09:00,2026-07-27T22:09:02.291+09:00,
29,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,16,127.0.0.1:39157,15.1,-15.1,0.9000000000000057,0.9000000000000057,0,red,1,1,39.518209,27385,2.971462673611111,165.53207960562352,123.05433631550117,27104.5,49.64876634922564,1375,30474476760969,,success,2026-07-27T22:09:02.292+09:00,2026-07-27T22:09:05.489+09:00,
30,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,38,127.0.0.1:39157,40.7,-40.7,-2.6999999999999886,-2.6999999999999886,0,red,1,1,38.807369,27462,2.979817708333333,166.2419343092273,122.66167795499236,27180.0,36.013886210738214,1422,30477680234509,,success,2026-07-27T22:09:05.490+09:00,2026-07-27T22:09:08.691+09:00,
31,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-28,127.0.0.1:39157,-20.5,20.5,-7.5,-7.5,0,red,1,1,48.642326,26689,2.8959418402777777,165.1387837685938,128.15729326688898,26412.5,51.0098029794274,1469,30480878090219,,success,2026-07-27T22:09:08.692+09:00,2026-07-27T22:09:11.890+09:00,
32,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,24,127.0.0.1:39157,23.8,-23.8,0.19999999999998863,0.19999999999998863,0,red,1,1,40.602331,27207,2.9521484375,165.65126621825266,122.51747711985887,26924.5,51.62363799656123,1517,30484079747422,,success,2026-07-27T22:09:11.891+09:00,2026-07-27T22:09:15.091+09:00,
33,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-16,127.0.0.1:39157,-12.1,12.1,-3.9000000000000057,-3.9000000000000057,0,red,1,1,54.616088,27042,2.9342447916666665,162.9759263368094,129.1859329931218,26761.5,21.095023109728988,1565,30487282187422,,success,2026-07-27T22:09:15.093+09:00,2026-07-27T22:09:18.279+09:00,
34,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-29,127.0.0.1:39157,-21.5,21.5,-7.5,-7.5,0,red,1,1,46.960549,26671,2.8939887152777777,164.8126804394286,129.19061902440853,26395.0,59.00847396772772,1612,30490483414434,,success,2026-07-27T22:09:18.280+09:00,2026-07-27T22:09:21.486+09:00,
35,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-40,127.0.0.1:39157,-31.2,31.2,-8.800000000000011,-8.800000000000011,0,red,1,1,130.131554,25935,2.8141276041666665,164.36348563716987,128.78642760748025,25664.0,128.01562404644207,1657,30493759642850,,success,2026-07-27T22:09:21.487+09:00,2026-07-27T22:09:24.692+09:00,
36,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-30,127.0.0.1:39157,-23.4,23.4,-6.599999999999994,-6.599999999999994,0,red,1,1,46.29044,26726,2.899956597222222,165.12418618573673,129.2704856693856,26445.5,89.00561780022652,1704,30496887762087,,success,2026-07-27T22:09:24.693+09:00,2026-07-27T22:09:27.893+09:00,
37,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,0,127.0.0.1:39157,-1.1,1.1,1.0999999999999943,1.0999999999999943,0,red,1,1,68.508868,26807,2.908745659722222,160.62293430820307,128.2305368000895,26528.5,55.90169943749474,1752,30500091060355,,success,2026-07-27T22:09:27.894+09:00,2026-07-27T22:09:31.079+09:00,
38,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,3,127.0.0.1:39157,0.8,-0.8,2.1999999999999886,2.1999999999999886,0,red,1,1,69.057124,26970,2.9264322916666665,161.37441601779756,128.81520207638115,26690.0,94.76286192385707,1798,30503293475595,,success,2026-07-27T22:09:31.081+09:00,2026-07-27T22:09:34.290+09:00,
39,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-49,127.0.0.1:39157,-38.5,38.5,-10.5,-10.5,0,red,1,1,72.348668,21225,2.303059895833333,166.48871613663133,129.84890459363956,20980.5,127.03542812932147,1846,30506498128214,,success,2026-07-27T22:09:34.291+09:00,2026-07-27T22:09:37.485+09:00,
40,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,26,127.0.0.1:39157,23.5,-23.5,2.5,2.5,0,red,1,1,62.610419,27485,2.9823133680555554,167.19770784064036,123.93374567946152,27200.5,90.6697303403953,1894,30509697931509,,success,2026-07-27T22:09:37.488+09:00,2026-07-27T22:09:40.691+09:00,
41,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-26,127.0.0.1:39157,-18.3,18.3,-7.699999999999989,-7.699999999999989,0,red,1,1,76.390298,26149,2.837348090277778,165.1829897892845,127.22532410417226,25879.0,98.00510190801293,1942,30512900283621,,success,2026-07-27T22:09:40.693+09:00,2026-07-27T22:09:43.886+09:00,
42,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,26,127.0.0.1:39157,24.8,-24.8,1.1999999999999886,1.1999999999999886,0,red,1,1,146.132832,27511,2.985134548611111,166.4340445639926,122.56810003271418,27230.0,75.8023746329889,1988,30516171777678,,success,2026-07-27T22:09:43.888+09:00,2026-07-27T22:09:47.084+09:00,
43,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-8,127.0.0.1:39157,-1.3,1.3,-6.699999999999989,-6.699999999999989,0,red,1,1,141.273699,27009,2.9306640625,161.7379762301455,128.15424488133584,26726.0,18.384776310850235,2034,30519372714031,,success,2026-07-27T22:09:47.086+09:00,2026-07-27T22:09:50.291+09:00,
44,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,17,127.0.0.1:39157,14.7,-14.7,2.3000000000000114,2.3000000000000114,0,red,1,1,74.867784,27448,2.978298611111111,165.9044739143107,124.07392159720199,27165.0,86.83317338436964,2079,30522506571876,,success,2026-07-27T22:09:50.294+09:00,2026-07-27T22:09:53.483+09:00,
45,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-50,127.0.0.1:39157,-41.1,41.1,-8.900000000000006,-8.900000000000006,0,red,1,1,84.310056,19954,2.165147569444444,165.8909491831212,131.10208479502856,19717.5,121.01652779682617,2127,30525710771754,,success,2026-07-27T22:09:53.484+09:00,2026-07-27T22:09:56.684+09:00,
46,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-14,127.0.0.1:39157,-10.4,10.4,-3.5999999999999943,-3.5999999999999943,0,red,1,1,153.833169,26608,2.8871527777777777,161.0379209260373,129.72327871316898,26329.0,47.042533945356304,2168,30528784696237,,success,2026-07-27T22:09:56.685+09:00,2026-07-27T22:09:59.689+09:00,
47,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,14,127.0.0.1:39157,11.0,-11.0,3.0,3.0,0,red,1,1,82.085113,27193,2.950629340277778,164.54363255249515,124.78579046078036,26912.0,102.70345661174214,2214,30531913811723,,success,2026-07-27T22:09:59.690+09:00,2026-07-27T22:10:02.883+09:00,
48,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-44,127.0.0.1:39157,-35.7,35.7,-8.300000000000011,-8.300000000000011,0,red,1,1,75.736587,26436,2.8684895833333335,165.73747919503708,127.38719927371767,26161.0,124.00403219250575,2261,30535115496093,,success,2026-07-27T22:10:02.884+09:00,2026-07-27T22:10:06.088+09:00,
49,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,20,127.0.0.1:39157,19.7,-19.7,0.30000000000001137,0.30000000000001137,0,red,1,1,91.129317,27271,2.9590928819444446,165.57181621502696,122.5395475046753,26989.0,52.952809179494906,2308,30538318182238,,success,2026-07-27T22:10:06.089+09:00,2026-07-27T22:10:09.285+09:00,
50,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-17,127.0.0.1:39157,-12.8,12.8,-4.199999999999989,-4.199999999999989,0,red,1,1,85.00669,26891,2.9178602430555554,162.85958127254472,128.94656204678145,26611.0,43.18564576337837,2356,30541524350750,,success,2026-07-27T22:10:09.286+09:00,2026-07-27T22:10:12.489+09:00,
51,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-5,127.0.0.1:39157,-5.6,5.6,0.5999999999999943,0.5999999999999943,0,red,1,1,92.270205,26839,2.9122178819444446,160.2563061216886,128.4726331085361,26560.0,60.530983801686226,2404,30544723791859,,success,2026-07-27T22:10:12.490+09:00,2026-07-27T22:10:15.684+09:00,
52,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,35,127.0.0.1:39157,37.4,-37.4,-2.4000000000000057,-2.4000000000000057,0,red,1,1,88.268921,27117,2.9423828125,165.92023453921894,123.98749861710367,26837.5,25.179356624028344,2452,30547926549902,,success,2026-07-27T22:10:15.685+09:00,2026-07-27T22:10:18.888+09:00,
53,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-4,127.0.0.1:39157,-0.4,0.4,-3.5999999999999943,-3.5999999999999943,0,red,1,1,37.141981,26887,2.917426215277778,160.60188938892404,128.1410347007848,26608.0,26.68332812825267,2497,30551068407517,,success,2026-07-27T22:10:18.889+09:00,2026-07-27T22:10:22.085+09:00,
54,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,5,127.0.0.1:39157,4.0,-4.0,1.0,1.0,0,red,1,1,93.332054,26789,2.9067925347222223,161.30240023890403,128.1366605696368,26510.5,59.53990258641679,2544,30554328971480,,success,2026-07-27T22:10:22.086+09:00,2026-07-27T22:10:25.288+09:00,
55,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,18,127.0.0.1:39157,15.4,-15.4,2.5999999999999943,2.5999999999999943,0,red,1,1,40.031602,27340,2.966579861111111,166.68445501097295,122.39188002926116,27056.5,102.59142264341595,2590,30557469009711,,success,2026-07-27T22:10:25.289+09:00,2026-07-27T22:10:28.483+09:00,
56,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,10,127.0.0.1:39157,8.5,-8.5,1.5,1.5,0,red,1,1,42.860557,27017,2.9315321180555554,162.4440167302069,126.4796979679461,26735.5,74.54528824815154,2637,30560671461978,,success,2026-07-27T22:10:28.484+09:00,2026-07-27T22:10:31.683+09:00,
57,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-44,127.0.0.1:39157,-33.8,33.8,-10.199999999999989,-10.199999999999989,0,red,1,1,34.546746,23521,2.5521918402777777,168.3604013434803,127.36256961863867,23265.5,95.04735661763561,2680,30563875337963,,success,2026-07-27T22:10:31.684+09:00,2026-07-27T22:10:34.892+09:00,
58,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-30,127.0.0.1:39157,-22.1,22.1,-7.900000000000006,-7.900000000000006,0,red,1,1,32.893375,27001,2.9297960069444446,165.35091292915078,126.4391318840043,26722.0,112.0,2728,30567076102917,,success,2026-07-27T22:10:34.893+09:00,2026-07-27T22:10:38.089+09:00,
59,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,35,127.0.0.1:39157,35.7,-35.7,-0.6999999999999886,-0.6999999999999886,0,red,1,1,44.205937,27230,2.9546440972222223,166.95952993022402,121.57568857877342,26949.5,21.840329667841555,2776,30570275827204,,success,2026-07-27T22:10:38.090+09:00,2026-07-27T22:10:41.288+09:00,
60,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-26,127.0.0.1:39157,-20.4,20.4,-5.599999999999994,-5.599999999999994,0,red,1,1,64.417717,26067,2.8284505208333335,162.60394368358462,127.93973222848814,25797.0,49.01020301937138,2819,30573478388602,,success,2026-07-27T22:10:41.289+09:00,2026-07-27T22:10:44.473+09:00,
61,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-36,127.0.0.1:39157,-28.0,28.0,-8.0,-8.0,0,red,1,1,47.660927,25875,2.8076171875,164.58585507246377,128.1936231884058,25608.0,94.00531899844816,2863,30576484697847,,success,2026-07-27T22:10:44.474+09:00,2026-07-27T22:10:47.491+09:00,
62,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,23,127.0.0.1:39157,23.1,-23.1,-0.09999999999999432,-0.09999999999999432,0,red,1,1,47.36555,27507,2.984700520833333,165.18438942814555,123.03908096120986,27221.0,29.410882339705484,2910,30579680618786,,success,2026-07-27T22:10:47.492+09:00,2026-07-27T22:10:50.689+09:00,
63,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,48,127.0.0.1:39157,50.7,-50.7,-2.6999999999999886,-2.6999999999999886,0,red,1,1,46.539625,26576,2.883680555555556,169.06754214328717,118.26651866345576,26231.0,42.42640687119285,2958,30582883105907,,success,2026-07-27T22:10:50.691+09:00,2026-07-27T22:10:53.891+09:00,
64,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,48,127.0.0.1:39157,51.3,-51.3,-3.3000000000000114,-3.3000000000000114,0,red,1,1,122.336199,27428,2.9761284722222223,167.3416946186379,121.19975936998688,27145.5,48.16637831516918,3005,30586157007199,,success,2026-07-27T22:10:53.892+09:00,2026-07-27T22:10:57.093+09:00,
65,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-46,127.0.0.1:39157,-36.8,36.8,-9.199999999999989,-9.199999999999989,0,red,1,1,60.045856,22669,2.459743923611111,167.90277471436764,127.92765450615377,22415.5,96.00520819205592,3048,30589287979392,,success,2026-07-27T22:10:57.094+09:00,2026-07-27T22:11:00.285+09:00,
66,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-5,127.0.0.1:39157,-5.1,5.1,0.09999999999999432,0.09999999999999432,0,red,1,1,54.735825,26950,2.9242621527777777,161.92705009276438,127.86871985157698,26669.5,32.984845004941285,3092,30592490801197,,success,2026-07-27T22:11:00.287+09:00,2026-07-27T22:11:03.489+09:00,
67,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,49,127.0.0.1:39157,51.7,-51.7,-2.6999999999999886,-2.6999999999999886,0,red,1,1,58.018586,27230,2.9546440972222223,169.28215203819317,118.08751377157547,26987.5,39.11521443121589,3140,30595694432031,,success,2026-07-27T22:11:03.491+09:00,2026-07-27T22:11:06.690+09:00,
68,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,9,127.0.0.1:39157,7.4,-7.4,1.5999999999999943,1.5999999999999943,0,red,1,1,68.474618,26863,2.914822048611111,161.53594162975097,125.03197706883074,26581.0,74.67261881037788,3171,30598903547958,,success,2026-07-27T22:11:06.691+09:00,2026-07-27T22:11:09.888+09:00,
69,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,32,127.0.0.1:39157,31.0,-31.0,1.0,1.0,0,red,1,1,73.337011,27444,2.977864583333333,167.7009546713307,123.10924063547587,27163.5,57.0701322935211,3218,30602099452705,,success,2026-07-27T22:11:09.890+09:00,2026-07-27T22:11:13.084+09:00,
70,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-45,127.0.0.1:39157,-36.6,36.6,-8.400000000000006,-8.400000000000006,0,red,1,1,71.575548,21101,2.289605034722222,168.7774039145064,129.82948675418226,20860.5,82.0,3261,30605108575450,,success,2026-07-27T22:11:13.085+09:00,2026-07-27T22:11:16.097+09:00,
71,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,41,127.0.0.1:39157,43.1,-43.1,-2.0999999999999943,-2.0999999999999943,0,red,1,1,80.878382,27083,2.938693576388889,165.82978252040027,121.37776464941108,26803.5,29.427877939124322,3307,30608302952010,,success,2026-07-27T22:11:16.098+09:00,2026-07-27T22:11:19.289+09:00,
72,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,27,127.0.0.1:39157,26.8,-26.8,0.19999999999998863,0.19999999999998863,0,red,1,1,68.975675,27492,2.9830729166666665,166.60741306561908,123.30550705659827,27210.5,57.87054518492115,3342,30611503696743,,success,2026-07-27T22:11:19.290+09:00,2026-07-27T22:11:22.487+09:00,
73,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-30,127.0.0.1:39157,-22.9,22.9,-7.099999999999994,-7.099999999999994,0,red,1,1,77.400785,25088,2.722222222222222,165.15636957908163,128.75207270408163,24823.0,57.0350769263968,3390,30614711029064,,success,2026-07-27T22:11:22.491+09:00,2026-07-27T22:11:25.688+09:00,
74,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-31,127.0.0.1:39157,-24.8,24.8,-6.199999999999989,-6.199999999999989,0,red,1,1,73.394245,26185,2.8412543402777777,165.4500286423525,129.21672713385527,25912.0,57.0,3436,30617909802283,,success,2026-07-27T22:11:25.690+09:00,2026-07-27T22:11:28.888+09:00,
75,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-10,127.0.0.1:39157,-5.6,5.6,-4.400000000000006,-4.400000000000006,0,red,1,1,91.27647,26847,2.9130859375,162.76567214213878,128.07457071553617,26565.0,67.0,3480,30621114833704,,success,2026-07-27T22:11:28.889+09:00,2026-07-27T22:11:32.083+09:00,
76,1.000000,0.200000,0.500000,0.6,125.0,50.0,130,110,-48,127.0.0.1:39157,-38.7,38.7,-9.300000000000011,-9.300000000000011,0,red,1,1,154.499365,24393,2.646809895833333,164.42987742385108,128.4749723281269,24133.0,166.04818577750254,3526,30624384576258,,success,2026-07-27T22:11:32.085+09:00,2026-07-27T22:11:35.287+09:00,
