attempt,distance_m,interval_s,pre_recognition_settle_time_s,crop_scale,color_min_area_px,color_min_component_area_px,red_saturation_min,red_value_min,initial_gimbal_ros_deg,uwb_source,uwb_raw_azimuth_deg,uwb_ros_azimuth_deg,target_calculated_ros_deg,gimbal_command_ros_deg,servo_clipped,target_color,color_visible,color_success,color_recognition_time_ms,red_pixel_count,red_pixel_ratio_pct,red_saturation_mean,red_value_mean,color_component_area_px,color_center_distance_px,camera_frame_id,camera_captured_ns,failure_frame,status,started_at,finished_at,error_message
15,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-34,127.0.0.1:39157,-26.4,26.4,-7.599999999999994,-7.599999999999994,0,red,1,1,111.959134,1532,0.1662326388888889,137.02284595300262,115.66383812010444,1421.0,633.9747629046443,712,30061838378525,,success,2026-07-27T22:02:10.093+09:00,2026-07-27T22:02:13.292+09:00,
16,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,31,127.0.0.1:39157,30.5,-30.5,0.5,0.5,0,red,1,1,234.997363,2122,0.2302517361111111,136.03958529688973,124.30254476908577,2018.5,386.62643468857635,759,30065169814067,,success,2026-07-27T22:02:13.294+09:00,2026-07-27T22:02:16.494+09:00,
17,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,46,127.0.0.1:39157,50.1,-50.1,-4.099999999999994,-4.099999999999994,0,red,0,0,,0,0.0,,,0.0,,806,30068373118260,failed_frames/attempt_017_color_not_detected.jpg,color_not_detected,2026-07-27T22:02:16.496+09:00,2026-07-27T22:02:19.697+09:00,
18,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-28,127.0.0.1:39157,-20.8,20.8,-7.199999999999989,-7.199999999999989,0,red,1,1,40.809507,24441,2.6520182291666665,152.41213534634426,116.91366965345117,23838.5,516.5123425437189,848,30071379001795,,success,2026-07-27T22:02:19.698+09:00,2026-07-27T22:02:22.889+09:00,
19,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-20,127.0.0.1:39157,-15.3,15.3,-4.699999999999989,-4.699999999999989,0,red,1,1,35.453796,28343,3.075412326388889,161.94213738842043,121.42363193733904,28050.5,336.65561037950937,895,30074577629922,,success,2026-07-27T22:02:22.890+09:00,2026-07-27T22:02:26.089+09:00,
20,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-1,127.0.0.1:39157,-2.5,2.5,1.5,1.5,0,red,1,1,41.954917,27398,2.972873263888889,163.19891962917,124.58672165851522,27116.0,12.165525060596439,939,30077584675420,,success,2026-07-27T22:02:26.090+09:00,2026-07-27T22:02:29.093+09:00,
21,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,27,127.0.0.1:39157,26.3,-26.3,0.6999999999999886,0.6999999999999886,0,red,1,1,171.265862,2083,0.22601996527777776,164.80988958233317,110.86461833893422,1925.0,611.9648682726812,986,30080913638092,,success,2026-07-27T22:02:29.099+09:00,2026-07-27T22:02:32.289+09:00,
22,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-38,127.0.0.1:39157,-30.6,30.6,-7.400000000000006,-7.400000000000006,0,red,0,0,,0,0.0,,,0.0,,1031,30083922331861,failed_frames/attempt_022_color_not_detected.jpg,color_not_detected,2026-07-27T22:02:32.290+09:00,2026-07-27T22:02:35.294+09:00,
23,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,26,127.0.0.1:39157,24.2,-24.2,1.8000000000000114,1.8000000000000114,0,red,1,1,181.93694,7874,0.8543836805555556,155.33528067056133,115.45224790449579,7691.5,522.1743004016954,1079,30087121984707,,success,2026-07-27T22:02:35.295+09:00,2026-07-27T22:02:38.488+09:00,
24,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,21,127.0.0.1:39157,19.0,-19.0,2.0,2.0,0,red,1,1,53.011699,11684,1.267795138888889,160.22346799041424,112.14626840123245,11230.0,571.3046472767397,1124,30090189703946,,success,2026-07-27T22:02:38.489+09:00,2026-07-27T22:02:41.694+09:00,
25,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-3,127.0.0.1:39157,-0.1,0.1,-2.9000000000000057,-2.9000000000000057,0,red,1,1,53.063447,27137,2.944552951388889,162.3817297416811,125.86406013929322,26854.5,64.28063471995279,1159,30093393947047,,success,2026-07-27T22:02:41.695+09:00,2026-07-27T22:02:44.894+09:00,
26,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-14,127.0.0.1:39157,-9.7,9.7,-4.300000000000011,-4.300000000000011,0,red,1,1,56.464826,27526,2.9867621527777777,161.8399694833975,125.3229310470101,27241.5,203.29781110479277,1207,30096593490870,,success,2026-07-27T22:02:44.895+09:00,2026-07-27T22:02:48.088+09:00,
27,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,12,127.0.0.1:39157,9.9,-9.9,2.0999999999999943,2.0999999999999943,0,red,1,1,60.822205,29118,3.159505208333333,165.3670581770726,123.00875746960644,28831.0,326.67568014775753,1254,30099795807432,,success,2026-07-27T22:02:48.089+09:00,2026-07-27T22:02:51.288+09:00,
28,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-49,127.0.0.1:39157,-37.3,37.3,-11.699999999999989,-11.699999999999989,0,red,0,0,,0,0.0,,,0.0,,1282,30102928521941,failed_frames/attempt_028_color_not_detected.jpg,color_not_detected,2026-07-27T22:02:51.290+09:00,2026-07-27T22:02:54.295+09:00,
29,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,16,127.0.0.1:39157,15.2,-15.2,0.8000000000000114,0.8000000000000114,0,red,1,1,141.505945,26810,2.9090711805555554,166.1469227900037,117.03319656844461,26868.5,444.1542524844269,1328,30106073063204,,success,2026-07-27T22:02:54.297+09:00,2026-07-27T22:02:57.489+09:00,
30,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,38,127.0.0.1:39157,38.1,-38.1,-0.09999999999999432,-0.09999999999999432,0,red,0,0,,0,0.0,,,0.0,,1373,30109133587108,failed_frames/attempt_030_color_not_detected.jpg,color_not_detected,2026-07-27T22:02:57.491+09:00,2026-07-27T22:03:00.494+09:00,
31,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-28,127.0.0.1:39157,-21.2,21.2,-6.800000000000011,-6.800000000000011,0,red,1,1,75.775686,27954,3.033203125,150.044179723832,118.58227802818917,28073.0,523.0420633180471,1417,30112202835389,,success,2026-07-27T22:03:00.495+09:00,2026-07-27T22:03:03.686+09:00,
32,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,24,127.0.0.1:39157,24.4,-24.4,-0.4000000000000057,-0.4000000000000057,0,red,1,1,148.892705,5627,0.610568576388889,157.14288253065578,113.41212013506309,5444.0,618.107595811603,1442,30115277355633,,success,2026-07-27T22:03:03.687+09:00,2026-07-27T22:03:06.693+09:00,
33,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-16,127.0.0.1:39157,-10.7,10.7,-5.300000000000011,-5.300000000000011,0,red,1,1,71.921247,27566,2.9911024305555554,161.7910106653123,125.77961982151925,27283.5,222.32408776378685,1485,30118411521547,,success,2026-07-27T22:03:06.694+09:00,2026-07-27T22:03:09.893+09:00,
34,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-29,127.0.0.1:39157,-22.8,22.8,-6.199999999999989,-6.199999999999989,0,red,1,1,82.780566,25168,2.730902777777778,150.17804354736174,117.6814208518754,24925.5,546.7696041295638,1533,30121611036739,,success,2026-07-27T22:03:09.894+09:00,2026-07-27T22:03:13.088+09:00,
35,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-40,127.0.0.1:39157,-31.0,31.0,-9.0,-9.0,0,red,,0,,,,,,,,1573,30124281620646,failed_frames/attempt_035_camera_frame_timeout.jpg,camera_frame_timeout,2026-07-27T22:03:13.089+09:00,2026-07-27T22:03:16.292+09:00,
36,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-30,127.0.0.1:39157,-22.3,22.3,-7.699999999999989,-7.699999999999989,0,red,1,1,94.447756,24228,2.62890625,149.93189697870233,117.9783721314182,24134.5,548.7148622007609,1609,30128020650965,,success,2026-07-27T22:03:16.293+09:00,2026-07-27T22:03:19.480+09:00,
37,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,0,127.0.0.1:39157,-1.5,1.5,1.5,1.5,0,red,1,1,78.329805,27179,2.9491102430555554,161.74428786931088,127.31469148975313,26899.5,28.635642126552707,1653,30131016062699,,success,2026-07-27T22:03:19.481+09:00,2026-07-27T22:03:22.491+09:00,
38,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,3,127.0.0.1:39157,1.5,-1.5,1.5,1.5,0,red,1,1,81.281743,27088,2.939236111111111,162.1681187241583,126.9652244536326,26806.0,81.39410298049853,1700,30134220650606,,success,2026-07-27T22:03:22.492+09:00,2026-07-27T22:03:25.693+09:00,
39,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-49,127.0.0.1:39157,-39.2,39.2,-9.800000000000011,-9.800000000000011,0,red,0,0,,0,0.0,,,0.0,,1750,30137559029335,failed_frames/attempt_039_color_not_detected.jpg,color_not_detected,2026-07-27T22:03:25.694+09:00,2026-07-27T22:03:28.890+09:00,
40,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,26,127.0.0.1:39157,23.7,-23.7,2.3000000000000114,2.3000000000000114,0,red,1,1,211.273513,4676,0.5073784722222222,147.56372968349015,122.23567151411463,4547.5,407.89459422747933,1796,30140759564454,,success,2026-07-27T22:03:28.891+09:00,2026-07-27T22:03:32.097+09:00,
41,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-26,127.0.0.1:39157,-18.4,18.4,-7.599999999999994,-7.599999999999994,0,red,1,1,102.313139,28277,3.068250868055556,155.04505428440075,121.15609859603211,27983.5,428.78899239602686,1837,30143831471228,,success,2026-07-27T22:03:32.098+09:00,2026-07-27T22:03:35.290+09:00,
42,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,26,127.0.0.1:39157,26.2,-26.2,-0.19999999999998863,-0.19999999999998863,0,red,1,1,216.231607,4516,0.4900173611111111,147.46457041629762,120.91806908768822,4385.0,401.90794966011805,1885,30147160884915,,success,2026-07-27T22:03:35.291+09:00,2026-07-27T22:03:38.493+09:00,
43,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-8,127.0.0.1:39157,-2.2,2.2,-5.800000000000011,-5.800000000000011,0,red,1,1,85.04491,27088,2.939236111111111,162.26823685764913,127.60314530419373,26809.5,9.486832980505138,1926,30150230390009,,success,2026-07-27T22:03:38.495+09:00,2026-07-27T22:03:41.700+09:00,
44,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,17,127.0.0.1:39157,14.5,-14.5,2.5,2.5,0,red,1,1,40.057436,30885,3.351236979166667,163.8668609357293,117.13556742755382,30516.0,478.07217028394365,1973,30153374125383,,success,2026-07-27T22:03:41.701+09:00,2026-07-27T22:03:44.892+09:00,
45,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-50,127.0.0.1:39157,-42.5,42.5,-7.5,-7.5,0,red,0,0,,0,0.0,,,0.0,,2022,30156701861595,failed_frames/attempt_045_color_not_detected.jpg,color_not_detected,2026-07-27T22:03:44.894+09:00,2026-07-27T22:03:48.095+09:00,
46,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-14,127.0.0.1:39157,-10.1,10.1,-3.9000000000000057,-3.9000000000000057,0,red,,0,,,,,,,,2058,30159511708237,failed_frames/attempt_046_camera_frame_timeout.jpg,camera_frame_timeout,2026-07-27T22:03:48.096+09:00,2026-07-27T22:03:51.288+09:00,
47,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,14,127.0.0.1:39157,12.2,-12.2,1.8000000000000114,1.8000000000000114,0,red,1,1,39.590708,29953,3.250108506944444,167.6428070644009,122.36350282108637,29663.0,378.82581749400345,2100,30162976538170,,success,2026-07-27T22:03:51.289+09:00,2026-07-27T22:03:54.494+09:00,
48,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-44,127.0.0.1:39157,-36.8,36.8,-7.199999999999989,-7.199999999999989,0,red,0,0,,0,0.0,,,0.0,,2148,30166309090572,failed_frames/attempt_048_color_not_detected.jpg,color_not_detected,2026-07-27T22:03:54.496+09:00,2026-07-27T22:03:57.688+09:00,
49,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,20,127.0.0.1:39157,18.6,-18.6,1.4000000000000057,1.4000000000000057,0,red,1,1,49.634805,16974,1.841796875,162.21674325438906,112.52492046659597,17459.0,563.7597005817283,2192,30169382257935,,success,2026-07-27T22:03:57.689+09:00,2026-07-27T22:04:00.892+09:00,
50,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-17,127.0.0.1:39157,-13.3,13.3,-3.6999999999999886,-3.6999999999999886,0,red,1,1,52.326508,27986,3.0366753472222223,164.1029800614593,122.57918244836704,27700.5,274.35743110038044,2235,30172583390911,,success,2026-07-27T22:04:00.894+09:00,2026-07-27T22:04:04.087+09:00,
51,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-5,127.0.0.1:39157,-5.1,5.1,0.09999999999999432,0.09999999999999432,0,red,1,1,50.735297,27334,2.9659288194444446,165.17223970147072,124.83606497402504,27054.0,79.02531240052139,2282,30175786666798,,success,2026-07-27T22:04:04.088+09:00,2026-07-27T22:04:07.288+09:00,
52,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,35,127.0.0.1:39157,35.9,-35.9,-0.9000000000000057,-0.9000000000000057,0,red,0,0,,0,0.0,,,0.0,,2332,30179119175459,failed_frames/attempt_052_color_not_detected.jpg,color_not_detected,2026-07-27T22:04:07.290+09:00,2026-07-27T22:04:10.488+09:00,
53,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-4,127.0.0.1:39157,-1.8,1.8,-2.1999999999999886,-2.1999999999999886,0,red,1,1,55.926163,27432,2.9765625,163.7942548848061,123.61592300962381,27150.0,14.317821063276353,2378,30182191384961,,success,2026-07-27T22:04:10.489+09:00,2026-07-27T22:04:13.688+09:00,
54,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,5,127.0.0.1:39157,3.3,-3.3,1.6999999999999886,1.6999999999999886,0,red,1,1,57.027305,27387,2.9716796875,166.22886771095776,122.63866067842407,27106.0,154.39235732380018,2421,30185194145979,,success,2026-07-27T22:04:13.689+09:00,2026-07-27T22:04:16.692+09:00,
55,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,18,127.0.0.1:39157,16.2,-16.2,1.8000000000000114,1.8000000000000114,0,red,1,1,57.821985,24739,2.684353298611111,164.17797809127288,114.01030761146367,24600.0,510.5536210820564,2469,30188396467444,,success,2026-07-27T22:04:16.694+09:00,2026-07-27T22:04:19.893+09:00,
56,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,10,127.0.0.1:39157,7.6,-7.6,2.4000000000000057,2.4000000000000057,0,red,1,1,57.681671,28522,3.0948350694444446,165.71741112123973,123.6680106584391,28236.0,275.5249534978638,2517,30191598669632,,success,2026-07-27T22:04:19.894+09:00,2026-07-27T22:04:23.093+09:00,
57,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-44,127.0.0.1:39157,-32.9,32.9,-11.099999999999994,-11.099999999999994,0,red,0,0,,0,0.0,,,0.0,,2565,30194931802051,failed_frames/attempt_057_color_not_detected.jpg,color_not_detected,2026-07-27T22:04:23.094+09:00,2026-07-27T22:04:26.292+09:00,
58,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-30,127.0.0.1:39157,-21.9,21.9,-8.099999999999994,-8.099999999999994,0,red,1,1,67.60776,20258,2.198133680555556,151.25619508342385,115.74587817158654,20061.5,550.3280839644657,2611,30198000934855,,success,2026-07-27T22:04:26.293+09:00,2026-07-27T22:04:29.487+09:00,
59,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,35,127.0.0.1:39157,36.9,-36.9,-1.9000000000000057,-1.9000000000000057,0,red,0,0,,0,0.0,,,0.0,,2661,30201335807508,failed_frames/attempt_059_color_not_detected.jpg,color_not_detected,2026-07-27T22:04:29.488+09:00,2026-07-27T22:04:32.682+09:00,
60,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-26,127.0.0.1:39157,-19.5,19.5,-6.5,-6.5,0,red,1,1,63.612542,27680,3.0034722222222223,155.13020231213875,118.2033598265896,27743.5,450.93347624677415,2704,30204202495661,,success,2026-07-27T22:04:32.683+09:00,2026-07-27T22:04:35.692+09:00,
61,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-36,127.0.0.1:39157,-29.0,29.0,-7.0,-7.0,0,red,1,1,199.459312,969,0.10514322916666667,142.22703818369453,113.44788441692465,887.5,635.8144383387341,2748,30207537900045,,success,2026-07-27T22:04:35.693+09:00,2026-07-27T22:04:38.887+09:00,
62,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,23,127.0.0.1:39157,23.4,-23.4,-0.4000000000000057,-0.4000000000000057,0,red,1,1,74.64646,6525,0.7080078125,158.44934865900382,111.59632183908046,6332.5,603.2984336130834,2791,30210406845557,,success,2026-07-27T22:04:38.888+09:00,2026-07-27T22:04:41.892+09:00,
63,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,48,127.0.0.1:39157,50.9,-50.9,-2.9000000000000057,-2.9000000000000057,0,red,0,0,,0,0.0,,,0.0,,2839,30213744405525,failed_frames/attempt_063_color_not_detected.jpg,color_not_detected,2026-07-27T22:04:41.893+09:00,2026-07-27T22:04:45.093+09:00,
64,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,48,127.0.0.1:39157,50.7,-50.7,-2.6999999999999886,-2.6999999999999886,0,red,0,0,,0,0.0,,,0.0,,2882,30216946799479,failed_frames/attempt_064_color_not_detected.jpg,color_not_detected,2026-07-27T22:04:45.094+09:00,2026-07-27T22:04:48.293+09:00,
65,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-46,127.0.0.1:39157,-36.6,36.6,-9.400000000000006,-9.400000000000006,0,red,0,0,,0,0.0,,,0.0,,2921,30220146445960,failed_frames/attempt_065_color_not_detected.jpg,color_not_detected,2026-07-27T22:04:48.295+09:00,2026-07-27T22:04:51.494+09:00,
66,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-5,127.0.0.1:39157,-6.5,6.5,1.5,1.5,0,red,1,1,72.525457,27261,2.9580078125,165.60786471516084,123.01665382781262,26977.0,99.02019995940222,2967,30223215268852,,success,2026-07-27T22:04:51.495+09:00,2026-07-27T22:04:54.695+09:00,
67,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,49,127.0.0.1:39157,52.1,-52.1,-3.0999999999999943,-3.0999999999999943,0,red,0,0,,0,0.0,,,0.0,,3016,30226551060851,failed_frames/attempt_067_color_not_detected.jpg,color_not_detected,2026-07-27T22:04:54.696+09:00,2026-07-27T22:04:57.890+09:00,
68,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,9,127.0.0.1:39157,6.1,-6.1,2.9000000000000057,2.9000000000000057,0,red,1,1,94.527381,28419,3.083658854166667,167.38805024807348,120.99370139695274,28132.0,256.56383221335,3058,30229429234852,,success,2026-07-27T22:04:57.891+09:00,2026-07-27T22:05:00.896+09:00,
69,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,32,127.0.0.1:39157,31.5,-31.5,0.5,0.5,0,red,0,0,,0,0.0,,,0.0,,3105,30232757748183,failed_frames/attempt_069_color_not_detected.jpg,color_not_detected,2026-07-27T22:05:00.897+09:00,2026-07-27T22:05:04.084+09:00,
70,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-45,127.0.0.1:39157,-35.0,35.0,-10.0,-10.0,0,red,0,0,,0,0.0,,,0.0,,3150,30235758836612,failed_frames/attempt_070_color_not_detected.jpg,color_not_detected,2026-07-27T22:05:04.085+09:00,2026-07-27T22:05:07.090+09:00,
71,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,41,127.0.0.1:39157,41.6,-41.6,-0.5999999999999943,-0.5999999999999943,0,red,0,0,,0,0.0,,,0.0,,3198,30238964319613,failed_frames/attempt_071_color_not_detected.jpg,color_not_detected,2026-07-27T22:05:07.091+09:00,2026-07-27T22:05:10.293+09:00,
72,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,27,127.0.0.1:39157,27.0,-27.0,0.0,0.0,0,red,1,1,93.220311,141,0.015299479166666668,134.0496453900709,113.64539007092198,112.0,197.7725966861941,3244,30242029700667,,success,2026-07-27T22:05:10.295+09:00,2026-07-27T22:05:13.490+09:00,
73,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-30,127.0.0.1:39157,-21.8,21.8,-8.199999999999989,-8.199999999999989,0,red,1,1,94.667604,20209,2.1928168402777777,151.86847444208024,116.1436983522193,19875.5,550.3635162326806,3289,30245232662040,,success,2026-07-27T22:05:13.491+09:00,2026-07-27T22:05:16.693+09:00,
74,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-31,127.0.0.1:39157,-23.8,23.8,-7.199999999999989,-7.199999999999989,0,red,1,1,39.2607,15463,1.6778428819444444,150.47021923300784,115.56049925628922,15278.5,574.4214480675316,3336,30248374526579,,success,2026-07-27T22:05:16.695+09:00,2026-07-27T22:05:19.895+09:00,
75,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-10,127.0.0.1:39157,-5.8,5.8,-4.199999999999989,-4.199999999999989,0,red,1,1,45.427672,27170,2.948133680555556,165.09322782480677,124.91832903938167,26885.0,98.08159868191383,3384,30251576676920,,success,2026-07-27T22:05:19.896+09:00,2026-07-27T22:05:23.092+09:00,
76,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-48,127.0.0.1:39157,-38.4,38.4,-9.599999999999994,-9.599999999999994,0,red,0,0,,0,0.0,,,0.0,,3434,30254910331606,failed_frames/attempt_076_color_not_detected.jpg,color_not_detected,2026-07-27T22:05:23.094+09:00,2026-07-27T22:05:26.286+09:00,
77,1.000000,0.200000,0.000000,0.6,125.0,50.0,130,110,-24,127.0.0.1:39157,-17.4,17.4,-6.599999999999994,-6.599999999999994,0,red,1,1,66.18155,27942,3.0319010416666665,157.77621501682054,120.37058907737456,27712.5,399.66235749692515,3477,30257803603248,,success,2026-07-27T22:05:26.288+09:00,2026-07-27T22:05:29.300+09:00,
